title,authors,venue,year,id
global optimization of histograms,"hv jagadish , h jin , bc ooi , kl tan",,,2041
the software concordance : a new software document management environment,"tn nguyen , ev munson","proceedings of acm conf . on comp . documentation ,",2003.0,2042
a visual language for interactive data exploration and analysis,"pg selfridge , d srivastava",,,2043
research and practice in federated information systems,"mr ii , gj houben , rd kutsche , k subieta , b rieger","sigmod record ,",2000.0,2044
optimization of large join queries,asa gupta,"proc . acm sigmod int &#39; l conf . management of data ,",,2045
database research activities at the university of vienna,"mptmg pernul , m polaschek , am tjoa , g vinek","sigmod record ,",1992.0,2046
jo querying heterogeneous information sources using source descriptions,"ay levy , a rajaraman",proceedings of the 22th international conference on very,,2047
selectivity estimation in extensible databases-a neural network approach,"s lakshmi , s zhou","proceedings of the international conference on very large & hellip ; ,",1998.0,2048
a shrinking-based approach for multi-dimensional data analysis,"y shi , y song , a zhang","proceedings of the international conference on very large & hellip ; ,",2003.0,2049
dbcache : middle-tier database caching for highly scalable e-business architectures,"c bornhã ¶ vd , m altinel , s krishnamurthy , c mohan ,","proceedings of the 2003 acm sigmod international conference & hellip ; ,",2003.0,2050
the consumer needs in global electronic commerce,"a balfour , b farquhar , g langmann","electronic markets ,",,2051
active disks for large-scale data mining,"e riedel , g gibson , a moore , c faloutsos",,,2052
the semantic integration workshop at iswc 2003,"a doan , a halevy , n noy","sigmod record ,",2004.0,2053
mining database structure ; or howto build a data quality browser,"t dasu , t johnson , s muthukrishnan , v shkapenyuk",,,2054
", b. , and widmayer , p. 1997 . a generic approach to bulk loading multidimensional index structures",v den bercken,proceedings of the 23rd international conference on very,,2055
data stream query processing,s map,,,2056
piecewise linear histograms for selectivity estimation,"x yu , a fu",,,2057
mpeg-7 standard for multimedia databases,jr smith,,,2058
reasoning about qualitative spatial relationships,"ap sistla , c yu","journal of automated reasoning ,",2000.0,2059
study on mobile passenger support systems for public transportation using multi-channel data,"k goto , y kambayashi",,,2060
"on wrapping query languages and efficient xml integration , rapport verso numro 170 , octobre 1999 .","v christophides , s cluet , j simon","cluet , s. gamerman , oql : le solide",,2061
engineering federated information systems report of efis 99 workshop,"g saake , fs ii , m roantree","sigmod record ,",1999.0,2062
understanding the global semantics of referential actions using logic rules,"w may , b ludascher","acm transactions on database systems ,",2002.0,2063
user profile replication for faster location lookup in mobile communications,"n shivakumar , j widom","proc . acm/ieee mobicomâ ?? 95 ,",,2064
efficient relational storage and retrieval of xml documents,"a schmidt , ml kersten , m windhouwer , f waas","webdb ( informal proceedings ) ,",2000.0,2065
formal semantics for composite temporal events in active database rules,"i motakis , c zaniolo","journal of systems integration ,",1997.0,2066
fast incremental maintenance of approximate histograms,"pb gibbons , y matias , v poosala","acm transactions on database systems ,",2002.0,2067
efficient view maintenance at data warehouses,"d agrawal , a el abbadi , a singh , t yurek","sigmod rec ,",1997.0,2068
query processing in a system for distributed databases ( sdd-1 ),"n goodman , pa bernstein , e wong , cl reeve , jb","acm trans . database syst ,",,2069
object systems over relational databases,mk crowe,"information and software technology ,",1993.0,2070
building an interoperable distributed image database management system,b yao,,,2071
efficient algorithms for discovering association rules,"h mannila , h toivonen",,,2072
algorithms for acyclic database schemes,m yannakakis,"vldb ,",1981.0,2073
archiving scientific data,"p buneman , s khanna , k tajima , wc tan","acm transactions on database systems ,",2004.0,2074
an object-oriented endronment for ois applications,"om nierstrasz , dc tsichritzis","proc . vldb ,",,2075
range-max/min query in olap data cube,"hg li , tw ling , sy lee","proceedings of the 11th international conference on database & hellip ; ,",2000.0,2076
query optimization using horizontal class partitioning in object oriented databases,"l bellatreche , k karlapalem , a simonet",,,2077
reordering query execution in tertiary memory databases,"s sarawagi , m stonebraker","proceedings of the international conference on very large & hellip ; ,",1996.0,2078
design and implementation of a qos capable switch-router,"e basturk , a birman , g delp , r guerin , r haas , s","computer networks ,",1999.0,2079
spatial joins using r-trees : breadth-first traversal with global optimizations,"yw huang , n jing , ea rundensteiner","vldb ,",1997.0,2080
the mentor workbench for enterprise-wide workflow management .,"acms anthology , p edition",,,2081
highly concurrent cache consistency for indices in client-server database systems,"m zaharioudakis , mj carey","proceedings on the 1997 acm-sigmod international conference & hellip ; ,",1997.0,2082
cover your assets,t schumaker,,2002.0,2083
birch : an efficient method for very large databases,"t zhang , r ramakrishnman , m linvy",acm,,2084
thinning operator for continuous query language over data streams,"l ma , w nutt",,,2085
set-oriented mining for association rules in relational databases,"m houtsma , a swami",,,2086
xsb as an efficient deductive database system,"k sagonas , t swift , ds warren","acm sigmod symposium on management of data ,",,2087
revisiting commit processing performance in distributed database systems,"r gupta , j haritsa , k ramamritham","proc . acm sigmod int &#39; l conf . management of data ,",,2088
a taxonomy of time in databases,"r snodgrass , i ahn","proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0,2089
learning-based top-n selection query evaluation over relational databases,"l zhu , w meng",,,2090
considering data skew factor in multi-way join query optimization for parallel execution,"ka hua , yl lo , hc young","the vldb journal the international journal on very large & hellip ; ,",1993.0,2091
deriving production rules for incremental rule maintenance,"s ceri , j widom","proceedings of the 17th vldb conference ,",,2092
implementing data cubes efficiently,"v harinarayan , a rajaraman , jd ullman","sigmod conference ,",1996.0,2093
conceptual framework and architecture for service mediating workflow management,"j hu , p grefen","information and software technology ,",2003.0,2094
ming frequent patterns without candidate generation,"p hanj , y yin","dallas , tx , usa : proc . 2000 acm-sigmod int . conf . on & hellip ; ,",,2095
efficient incremental garbage collection for client-server object database systems,"l amsaleg , m franklin","vldb ,",1995.0,2096
dewitt . equi-depthhistogramsfor estimating selectivity factors for multi-dimensional queries,m muralikrishnaandd,"proceedings of the acm sigmod conference on management of & hellip ; ,",,2097
database management systems in 1990,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0,2098
pesto : an integrated query/browser for object databases,", v maganty","vldb ,",1996.0,2099
the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger","sigmod record ,",1998.0,2100
combining histograms and parametric curve fitting for feedback-driven query result-size estimation,"a konig , g weikum","proceedings of the international conference on very large & hellip ; ,",1999.0,2101
implementing data cubes e-ciently,"v harinarayan , a rajaraman , jd ullman","proceedings of the fifteenth acm sigact-sigmod-sigart & hellip ; ,",,2102
seeking the truth about ad hoc join costs,"lm haas , mj carey , m livny , a shukla","the vldb journal the international journal on very large & hellip ; ,",1997.0,2103
on using prolog to implement object-oriented databases,"nw paton , s leishman , sm embury , pmd gray","information and software technology ,",1993.0,2104
nearest neighbor query,"n roussopoulos , s kelly , f vincent","proc . of acm sigmod conf ,",,2105
including group-by in query optimization,"s chaudhari , k shim",,1994.0,2106
"jensen , c. , leutenegger , s. , lopez , m. ,  indexing the positions of continuously moving objects ,",s saltenisâ ? ¦,"proc . acm sigmod ,",,2107
database research : achievements and opportunities into the 21st century . report of an nsf workshop,"a silberschatz , m stonebreaker , j ullman",,1995.0,2108
"rastogir. , cure a. , an efficient clustering algorithm for large data bases",s guha,"& hellip ; 1998 , acm sigmod international conference on management of",,2109
the n-tier hub technology,"ra sommer , tr gulledge , d bailey","sigmod record ,",2002.0,2110
a combined framework for grouping and order optimization,"g moerkotte , t neumann",proc . vldb,,2111
using delayed commitment in locking protocols for real-time databases,"d agrawal , a el abbadi , r jeffers","proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992.0,2112
querying heterogeneous information sources using source descriptions . 22th vldb,"ay levy , a rajaramanâ ? ¦","bombay , india ,",,2113
notes on database operating systems,jn gray,lecture notes in computer science .,,2114
discover : keyword search in relational databases,"v hristidis , y papakonstantinou","vldb ,",2002.0,2115
an ontological analysis of use case modeling grammar,"g irwin , d turk","journal of the association for information systems ,",2005.0,2116
on the computation of multidimensional aggregations,"s agarwal , r agrawal , pm deshpandeâ ? ¦","proc . of the 22nd vldb conference , india ,",,2117
subsky : efficient computation of skylines in subspaces,"y tao , x xiao , j pei",,,2118
an effective hash-based algorithm forming association rules [ a ],"js park , ms chen , ps yu","proceedings of the 1995 acm sigmod international conference & hellip ; ,",,2119
issues in distributed data base management systems : a technical overview,"me adiba , jc chupin , r demolombe , g gardarin , jl","vldb surveys ,",,2120
synthesis of extended transaction models using acta,"pk chrysanthis , k ramamritham","acm transactions on database systems ,",1994.0,2121
exploratoryminingandpruningoptimizationsofconstrained association rules,"rt ng , l lakshmanan , j han , a andpang","acm sigmod intl. conf . management of data ,",,2122
multiple queries optimization,t sellis,"acm trans . database syst ,",,2123
object-oriented database workshop : implementation aspects,sm thatte,"acm sigmod record ,",1988.0,2124
charting knowledge management course,g anthes,"computerworld ,",,2125
dynamat : a dynamic view management system for data warehouses,"y kotidis , n roussopoulos","sigmod conference ,",1999.0,2126
temporal support in database management systems,"g introduction , p statement",,,2127
personalization : the tailor-made web,c metz,"pc magazine ,",,2128
a model of methods access authorization in object-oriented databases,"eb fernandez , mm larrondo-petrie , e gudes","proc . of the 19th vldb conference , dublin ,",,2129
real-time database systems : issues and approaches,sh son,acm sigmod,,2130
the theory of joins in databases,"av aho , c beeri , jd ullman","acm trans . database syst ,",,2131
database graph views : a practical model to manage persistent graphs,"a gutierrez , p pucheral , h steffen , jm thevenin","proceedings of the international conference on very large & hellip ; ,",1994.0,2132
ã cents â ? ¬ â ? cents birch : an efficient data clustering method for very large databasesã cents â ? ¬ â ? cents,"t zhang , r ramakrishnan , m linvy","proc . acm sigmod int . conf . on management of data , acm press ,",,2133
the database group at national technical university of athens ( ntua ),"i overview , q processing , o techniques","sigmod record ,",1995.0,2134
dynamic query interpretation in relational databases,"ad  atri , p di felice , m moscarini","proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,",1987.0,2135
selection and maintenance of views in a data warehouse,h gupta,,1999.0,2136
your mediatms need data conversion,"s cluet , c delobel , j simã © on , k smaga",proc . of acm sigmod conference on conference of management,,2137
the lham log-structured history data access method,"p muth , po  neil , a pick , g weikum","the vldb journal the international journal on very large & hellip ; ,",2000.0,2138
implementation of logical query languages for databases,jd ullman,"acm transactions on database systems ,",1985.0,2139
an efficient hash based algorithm for mining association rules,"js park , ms chen , ps yu","proc . acm sigmod intâ ?? l conf . on management of data ,",,2140
virtual database technology,"a gupta , v harinarayan , a rajaraman","sigmod record ,",1997.0,2141
tree pattern query minimization,"s amer-yahia , s cho , lvs lakshmanan , d srivastava","the vldb journal the international journal on very large & hellip ; ,",2002.0,2142
thehuman genome project,"td yager , te zewert , le hood","acc . chem . res ,",,2143
using views to answer queries with contraction and relaxation options,", x qian",submitted for,,2144
"& & kramer , s. . spirit : sequential pattern mining with regular expression constraints",l de raedt,proc . 17 thinternational joint conference on artificial,,2145
join processing in database systems with large main memories,ld shapiro,"acm transactions on database systems ( tods ) ,",1986.0,2146
query optimization in the presence of top-k predicates,"lp mahalingam , ks candan",,,2147
data management for earth science systems,j frew,"sigmod record ,",,2148
an extensible database system for spatio-temporal queries,"c chen , h wang , c zaniolo","submitted for publication ,",,2149
the long-term preservation of authentic electronic records,l duranti,"proceedings of the international conference on very large & hellip ; ,",2001.0,2150
minicon . a scalable algorithm for answering queries using views,"r pttinger , a levy","vldb journal ,",,2151
the r * - tree : an efficient and robust acess method for points and rectangules,n backmann,"acm sigmod ,",,2152
an efficient algorithm for the incremental updation of association rules in large databases,"s thomas , s bodagala , k alsabti , s ranka",,,2153
tigukat : a uniform behavioral objectbase management system,"mt ã?zsu , r peters , d szafron , b irani , a lipka , a","the vldb journal the international journal on very large & hellip ; ,",1995.0,2154
the xyleme project,"s abiteboul , s cluet , g ferran , mc rousset","computer networks ,",2002.0,2155
dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"a datta , k dutta , k ramamritham , h thomas , d","sigmod conference ,",2001.0,2156
optimization of multi-way join queries,"h lu , mc shan , kl tan",proceedings of the 17th interational conference on,,2157
spatial management of data,cf herotâ ? ¦,"acm transactions on database systems ,",1980.0,2158
"atomicity versus anonymity : distributed transactions for electronic commerce , invited talks",jd tygar,"proceedings of the 24th annual international conference on & hellip ; ,",,2159
selection of views to materialize in a data warehouse,h gupta,,,2160
architecture of a web server accelerator,"j song , a iyengar , e levy-abegnoli , d dias","computer networks ,",2002.0,2161
orientx : a schema-based native xml database system,"x meng , y wang , d luo , s lu , j an , y chen , j ou , y",,,2162
improved histograms for selectivity estimation of range queries,"v poosala , y ioannidis , p haas , e shekita","proceedings of the acm sigmod conference on management of & hellip ; ,",,2163
an efficient method for indexing now-relative bitemporal data,"b stantic , s khanna , j thornton",,,2164
the kdb-tree : a search structure for large multidimensional dynamic indexes,jt robinson,,1981.0,2165
query optimization in the presence of foreign functions,"s chaudhuri , k shim","proceedings of the international conference on very large & hellip ; ,",1993.0,2166
"s. , paraboschi , s. , pozzi , g. ( 2000 ) . specification and implementation of exceptions in workflow",fc casati,acm transaction on database,,2167
storage mappings for multidimensional linear dynamic hashing,"m ouksel , p scheuermann","proceedings of the 2nd acm sigact-sigmod symposium on & hellip ; ,",1983.0,2168
the pyramid-tree : towards breaking the curse of dimensionality,"s berchtold , c bã ¶ hm , hp kriegel","proc . int . conf . on management of data ( sigmodâ ?? 98 ) , & hellip ; ,",,2169
missing information ( applicable and non-applicable ) in relational databases,ef codd,"acm sigmod rec ,",,2170
dynamic partitioning in parallel lisp,"jd pehoushek , js weening","& hellip ; technical report to appear . stanford university , stanford , & hellip ; ,",,2171
design metrics in practice,"ba kitchenham , sj linkman","information and software technology ,",1990.0,2172
coalescing in temporal databases,"mh bijhlen , rt snodgrass , md soo",,,2173
the performance of current data structure algorithms,"t jonhson , d shasha","acm transactions on database systems ,",,2174
event specification in an object-oriented database,"nh gehani , hv jagadish , o shmueli",proceedings international conference on management of,,2175
ontology-driven geographic information systems,"ft fonseca , mj egenhofer",,,2176
fastalgorithmsformining association rules,rar srikant,"proc . of the vldb conference , santiago , chile , september ,",,2177
dynamic buffer allocation in video-on-demand systems,"sh lee , ky whang , ys moon , iy song","sigmod conference ,",2001.0,2178
optimization of queries with user-defined predicates,"s chaudhuri , k shim","acm transactions on database systems ,",1999.0,2179
a multi-similarity algebra,"s adalä ± , p bonatti , ml sapino , vs subrahmanian","proc . of sigmod , l. haas and a. tiwary",,2180
order preserving string compression,g antoshenkov,,,2181
semi-structured data extraction from heterogeneous sources,"x gao , l sterling",,,2182
the samos active dbms prototype ( demonstration ),"s gatziu , a geppert , kr dittrich",proc . acm sigmod intâ ?? l conf . on management of,,2183
madeus : an authoring enivironment interactive multimedia documents,"m jourdan , c roisin , l sabry-ismail , l tardif",proceedings of acm,,2184
constraint satisfaction and database theory : a tutorial,my vardi,,,2185
load balancing in dynamic structured p2p systems,ssy patel,,,2186
weaving relations for cache performance,"a ailamaki , dj dewitt , md hill , m skounakis","vldb ,",2001.0,2187
"opt + + - an object oriented implementation for extensible database query optimization , submitted for","n kabra , d dewitt",see,,2188
bibliography on temporal databases,md soo,"acm sigmod record ,",1991.0,2189
mining association rules betwwen sets of items in large databases,"r agrawal , t imielinski , a swami","proceedings of acm sigmod conference on management of data , & hellip ; ,",,2190
query languages for relational multidatabases,"j grant , w litwin , n roussopoulos , t sellis","the vldb journal the international journal on very large & hellip ; ,",1993.0,2191
data access ( tutorial session ),"ja blakeley , a deshpande","acm sigmod record ,",2000.0,2192
ã cents â ? ¬ answering queries with aggregation using viewsã cents â ? ¬ â ? cents,"d srivastava , s dar , hv jagadish , ay levy",proc . of,,2193
deductive databases in action,s tsur,"proceedings of the tenth acm sigact-sigmod-sigart symposium & hellip ; ,",1991.0,2194
meaningful change detection in structured data . available at url http://www-db,"s chawathe , h garcia-molina",,1997.0,2195
query execution techniques forcaching expensive methods,"jm hellerstein , j naughton",proc . of the acm sigmod intl. conferenceon managementof,,2196
weak temporal relations,sk gadia,"proceedings of the fifth acm sigact-sigmod symposium on & hellip ; ,",1985.0,2197
transaction management in the r * distributed database management system,"c mohan , b lindsay , r obermarck","acm transactions on database systems ,",1986.0,2198
an information retrieval approach for image databases,"f rabitti , p savino",,,2199
imagining the information age,a couey,"proceedings of the second acm international conference on & hellip ; ,",1994.0,2200
"v. , â ?? template-based wrappers in the tsimmis systemâ ??","j hammer , h garcia-molina , s nestorov , r yerneni ,",proceedings of 23 rdacm sigmod international conference on,,2201
xperanto : publishing object-relational data as xml,"zg ives , m carey , e shekita , s subramanian , y lu",,,2202
temporal management of rfid data,"f wang , p liu","proceedings of the 31st international conference on very & hellip ; ,",2005.0,2203
ispp announcements,igs complimentary,,,2204
dbxplorer : a system for keyword-based search over relational databases,"s agrawal , s chaudhuri , g das",,,2205
efficient algorithm for projected clustering,"enk ka , aw fu",,,2206
an algebraic approach to rule analysis in expert database systems,"e baralis , j widom","proceedings of the international conference on very large & hellip ; ,",1994.0,2207
"building a scaleable geo-spatial dbms : technology , implementation , and evaluation","j patel , jb yu , n kabra , k tufte , b nag , j burger ,","sigmod record ,",1997.0,2208
concurrency and recovery in gist,"m kornacker , c mohan , j hellerstein",proc . acm sigmod int . conf . on management of,,2209
the cougar approach to innetwork query processing in sensor networks,"a wand , a chandrakasan","acm sigmod record ,",,2210
"the model , language , and implementation of an object-oriented multimedia knowledge base management","mm makinouchi , y izumida , m aoshima , y yamane","acm transactions on database systems ,",1993.0,2211
microsoft sql server 2000,k england,,2001.0,2212
t. :  a survey on logical models for olap databases,ps vassiliadis,"technical report , dwq , ntua , greece ,",,2213
parametric curve fitting for feedback-driven query result-size estimation,"a konig , gwc histograms",proc . 25th vldb,,2214
optimization techniques for queries with expensive predicates,jm hellerstein,"acm transactions on database systems ,",,2215
incremental maintenance for materialized xpath/xslt views,"m onizuka , fy chan , r michigami , t honishi",,,2216
interbase : a multidatabase prototype system,"oa bukhres , j chen , ak elmagarmid , x liu , jg",,,2217
active object-oriented database systems for cim applications,"g kappel , s rausch-schott , w retschitzegger , am",,,2218
alphasort : a cache-sensitive parallel external sort,"c nyberg , t barclay , z cvetanovic , j gray , d lomet","the vldb journal the international journal on very large & hellip ; ,",1995.0,2219
system demonstration-strudel : a web-site management system,m fernandezâ ? ¦,,1997.0,2220
the whips prototype for data warehouse creation and maintenance,"j wiener , h gupta , w labio , y zhuge , h garcia -","proceedings of the international conference on data & hellip ; ,",1997.0,2221
"pattern discovery in scientific , program , and document databases","jt wang , k zhang , dsp matching","proc . of the conference on management of data ( sigmod ) ,",,2222
retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi","proceedings of the 21th international conference on very & hellip ; ,",1995.0,2223
report from the nsf workshop on workflow and process automation in information systems,"a sheth , d georgakopoulos , s joosten , m","sigmod record ,",1996.0,2224
discovery web services : an overview,v draluk,"apers p. proc of international conf vldb ,",2001.0,2225
speeding up construction of quadtrees for spatial indexing,"gr hjaltason , h samet",,,2226
spahal query processmg in an object-onented database system,j orenstein,"acm sigmod ,",,2227
xml schema,"ce campbell , j melton","acm sigmod record ,",2003.0,2228
"prototyping dbs3 , a shared memory parallel database system","b bjã ¶ rn , c michel , v patrick","& hellip ; conference on parallel and distributed information systems & hellip ; ,",,2229
introduction to queueing theory,as tanenbaum,computer,,2230
text databases : a survey of text models and systems . acm sigmod conference,a loeen,"acm sigmod record ,",,2231
cache-and-query for wide area sensor databases,"a deshpande , sk nath , pb gibbons , s seshan",,,2232
"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system","g gardarin , f sha , zh tang","proceedings of the international conference on very large & hellip ; ,",1996.0,2233
monitoring stream properties for continuous query processing,"u srivastava , s babu , j widom",,,2234
accelerated xpath location steps,t grust,"acm sigmod ,",,2235
research in database engineering at the university of namur,jl hainaut,"sigmod record ,",2003.0,2236
partial results for online query processing,"v raman , jm hellerstein",,,2237
timer-drlven database triggers and alerters : semantics and a challengs [ j ],"en hanson , l noronha",acm sigmod,,2238
using probabilistic models for selectivity estimation,"l getoor , b taskar , d koller",proceedings of acm sigmod international conference on,,2239
an implementation of backtracking for programming languages,"c prenner , b wegbreit",,,2240
the clio project : managing heterogeneity u. of toronto,"rj miller , ma hernandez , lm hass , l yan , cth ho , r",ibm almaden research,,2241
falcon : feedback adaptive loop for content-based retrieval,"l wu , c faloutsos , kp sycara , tr payne","vldb ,",2000.0,2242
a model for active object oriented database . actes,"c beeri , t milo","17th international conference vldb , barcelona ,",,2243
index structure for information filtering under the boolean model,"tw yan , h garcia-molina","acm transaction on database systems ,",,2244
incremental maintenance of hypertext views,g sindoni,,,2245
fast algorithms for mining generalized association rules,"r agrawal , r srikant","proceedings of the 20th international conference on very & hellip ; ,",,2246
avoiding ordering and grouping in query processing,"x wang , m cherniack","vldb ,",,2247
advanced database technologies in a diabetic healthcare system,"w hsu , ml lee , bc ooi , pk mohanty , kl teo , c xia","vldb ,",2002.0,2248
seqhound : biological sequence and structure database as a platform for bioinformatics research,t,,,2249
information visualization : perception for design,c ware,,2000.0,2250
an integrated color-spatial approach to content-based image retrieval,"w hsu , ts chua , hk pung",,,2251
integrity constraint in deductive databases,"ra kowalski , f sadri , p soper","proceedings of the 13th vldb conference , brighton",,2252
management of semistructured data,d suciu,"sigmod record ,",1997.0,2253
june 1999 . dbis toolkit-adaptible middleware for large-scale data delivery,"m altinel , d aksoy , t baby , m franklin , w shapiro ,",acm sigmod intl. conference on management of data ( sigmod 99,,2254
thetheory of probabilistic databases,"r cavallo , m pittarelli","proc . vldbâ ?? 87 ,",,2255
materialized views and data warehouses .,acms anthology,"sigmod record ,",1998.0,2256
view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",,,2257
integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,"a kraiss , g weikum","the vldb journal the international journal on very large & hellip ; ,",1998.0,2258
"data cleaning : model , declarative language and algorithms",h galhardas,"phd thesis , universite de versailles saint-quentin-en-yvelines ,",,2259
querying heteregeneous information sources using source descriptions,"alj ordille , a rajaraman","international conference on very large data bases ( vldb ) ,",,2260
"p. , et al. 1979 . access path selection in a relational data base management system",g selinger,proceedings of the acm sigmod international conference on,,2261
object-oriented databases : definition and research directions,"w grosky , f fotouli , i sethi , b capatina","acm sigmod record ,",,2262
andt . g. price . accesspathselectioninarelational database management system,"pg selinger , mm astrahan , dd chamberlin , ra lorie","proc . acm sigmod ,",,2263
the cubetree storage organization,"n roussopoulos , y kotidis","vldb ,",1998.0,2264
db2 design advisor : integrated automated physical database design,"j rao , s lightstone , g lohman , d zilio , a storm , c","proc . vldb ,",,2265
managing intervals efficiently inobject-relational databases,"hp kriegel , m pã ¶ tke , t seidl","proc . 26thint . conf . on very large databases ( vldb ) ,",,2266
models of distributed systems,km chandy,,,2267
comparing data streams using hamming norms ( how to zero in ),"g cormode , m datar , p indyk , s muthukrishnan","ieee transactions on knowledge and data engineering ,",2003.0,2268
nearest-neighbor search in medical image databases,"f korn , n sidiropoulos , c faloutsos , e siegel , z","proc . conf . very large data bases ( vldb ) ,",,2269
fast search in main memory databases,"a analyti , s pramanik",proc . of the acm sigmod intâ ?? l. conf . on management of,,2270
discovery of multiple-level association rules from large databases in proc . 1995 vldb,"j han , y fu","zurich , switzerland , sept ,",,2271
energy efficientindexingonair,"t imielinski , s viswanathan , br badrinath",proc . of1994acm,,2272
knowledge discovery and sharing in an information system,"j numata , k hane , b lei , y iwashita",,,2273
the database group at university of hagen,"g schlageter , t berkel , e heuel , s mittrach , a","acm sigmod record ,",1995.0,2274
using extended feature objects for partial similarity retrieval,"s berchtold , da keim , hp kriegel","the vldb journal the international journal on very large & hellip ; ,",1997.0,2275
jeffrey . s. vitter . scalable sweeping-based spatial join,"l arge , o procopiuc , s ramaswamy , t suel",proceedings of the 24th vldb,,2276
version management of composite objects in cad databases,"r ahmed , sb navathe",,,2277
the logres prototype,"f cacace , s ceri , s crespi-reghizzi , p fraternali ,","proceedings of the 1993 acm sigmod international conference & hellip ; ,",1993.0,2278
parallel query optimization for shared memory multiprocessors,"h lu , mc shan , kl tan","proceedings of 17th vldb conference , august ,",,2279
commercial use of database technology,h schoening,"vldb ,",2003.0,2280
mehrotra ( 2001 ) locally adaptive dimensionality reduction for similarity search in large time series,"e keogh , k chakrabarti , m pazzani",,,2281
subject : a directory driven system for organizing and accessing large statistical databases,"p chan , a shoshani","vldb ,",1981.0,2282
data compression in oracle,"m poess , d potapov","proceedings of the international conference on very large & hellip ; ,",2003.0,2283
sleepers andworkaholicscaching strategiesinmobile environments,"d barbara , t imielinski",proc . of acm sigmod int . conf . on management of,,2284
"tc , metadata for multimedia documents",kr bã?hm,"sigmod record , special issue on metadata for digital media ,",,2285
an introduction to spatial database system,r gunting,"proceedings for the international conference on very large & hellip ; ,",,2286
indefinite and maybe information in relational databases,kclr sunderraman,"acm transactions on database systems ,",,2287
improving paging performance with object prefetching,"n saboo , lv kale",,,2288
fine-grained sharing in page server database systems,"m carey , m franklin , m zaharioudakis","proc . acm sigmod conf ,",,2289
the third manifesto ( 1995 ),"h darwen , cj date","acm sigmod record ,",,2290
"ã cents â ? ¬ å?the bucky object relational benchmark ,","mj carey , dj dewitt , jf naughton , m asgarian , p","proceedings of the sigmod conference on management of data , & hellip ; ,",,2291
analysis and validation of continuous queries over data streams,"q jiang , s chakravarthy",,,2292
approximate query mapping : accounting for translation closeness,"kcc chang , h garcãa - molina","the vldb journal the international journal on very large & hellip ; ,",2001.0,2293
supporting incremental join queries on ranked inputs,"a natsev , yc chang , jr smith , cs li , js vitter","vldb ,",2001.0,2294
ohlen . temporal database system implementations,b mh,"acm sigmod record ,",,2295
maximizing the output rate of multi-way join queries over streaming information sources,"s viglas , jf naughton , j burger","proceedings of the international conference on very large & hellip ; ,",2003.0,2296
a visual language for querying and updating graphs,"h blau , n immerman , d jensen",,,2297
incremental maintenance for materialized views over semistructured data,"sa t jason mchught , mrv vassalod , jl wienert",,,2298
the rufus system : information organization for semi-structured data,", p schwarz , j stamos","proceedings of the international conference on very large & hellip ; ,",1993.0,2299
random sampling for histogram construction : how much is enough ?,"r motwani , s chaudhuri , v narasayya",,1998.0,2300
asynchronous nested transactions for mult-tier applications,"r karoui , m saheb",,,2301
"estimating the selectivity of xml path expressions for internet scale applications , in â ?? vldb 2001","a aboulnaga , ar alameldeen , jf naughton","proceedings of 27th international conference on very large & hellip ; ,",,2302
"spatial hash-joins , acm sigmod intl","ml lo , cv ravishankar","conference on management of data ,",,2303
ps yu . a framework for clustering evolving data streams,"cc aggarwal , j han , j wang","proc . vldb ,",,2304
efficient algorithms for processing xpath queries . extended version,"g gottlob , c koch , r pichler","proc . of the 28th international conference on very large & hellip ; ,",,2305
dynamic update cube for range-sum queries,"sj chun , cw chung , jh lee , sl lee","proceedings of the international conference on very large & hellip ; ,",2001.0,2306
efficient and extensible algorithms for multi query optimization,"d quass , a gupta , i mumick , j widom","acm sigmod , may ,",,2307
optimizing queries using materialized views,"j goldstein , pa larson",,2001.0,2308
"olap , data warehousing , and materialized views : a survey",aa vaisman,,,2309
nile-pdt : a phenomenon detection and tracking framework for data stream management systems,"mh ali , wg aref , r bose , ak elmagarmid , a helal , i","proceedings of the 31st international conference on very & hellip ; ,",2005.0,2310
algebraic query optimisation for database programming languages,"a poulovassilis , c small","the vldb journal the international journal on very large & hellip ; ,",1996.0,2311
standardization and database systems,eh sibley,"vldb ,",,2312
recent design trade-offs in sql3,"n mattos , lg demichiel","sigmod record ,",1994.0,2313
report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),j hammer,"sigmod record ,",2002.0,2314
enterprise objects framework : a second generation object-relational enabler,c kleissner,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0,2315
performance of b-tree concurrency algorithms,"v srinivasan , mj carey","sigmod conference ,",,2316
anew sql-like operator formining association rules,"r meo , g psaila , s ceri",,,2317
orthogonally persistent systems,"mp atkinson , r morrison","the vldb journal ,",,2318
special issue in parallelism in database systems,"m carey , p valduriez","the vldb journalâ ?? the international journal on very large & hellip ; ,",1993.0,2319
