title,authors,venue,year,id
the hcc-tree : an efficient index structure for object oriented databases,"b sreenath , s seshadri",vldb,1994,550
discovering all most specific sentences,"d gunopulos , r khardon , h mannila , s saluja , h toivonen , r sharm",acm trans . database syst .,2003,551
1-safe algorithms for symmetric site configurations,"r humborstad , m sabaratnam , s hvasshovd , и torbjјrnsen",vldb,1997,552
champagne : data change propagation for heterogeneous information systems,"r rantzau , c constantinescu , u heinkel , h meinecke",vldb,2002,553
distributed transactions in practice,"p ram , l do , p drew",sigmod record,1999,554
locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti , e keogh , s mehrotra , m pazzani",acm trans . database syst .,2002,555
treasurer s message,,,2003,556
standards in practice,"a eisenberg , j melton",sigmod record,1998,557
expiring data in a warehouse,"h garcia-molina , w labio , j yang",vldb,1998,558
building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,559
automatic subspace clustering of high dimensional data for data mining applications,"r agrawal , j gehrke , d gunopulos , p raghavan",sigmod conference,1998,560
the middleware muddle,d ritter,sigmod record,1998,561
ptool : a scalable persistent object manager,"r grossman , x qin",sigmod conference,1994,562
fault-tolerant architectures for continuous media servers,"b жzden , r rastogi , p shenoy , a silberschatz",sigmod conference,1996,563
olympic records for data at the 1998 nagano games,e lassettre,sigmod conference,1998,564
the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994,565
approximate query processing : taming the terabytes,"m garofalakis , p gibbons",vldb,2001,566
what can hierarchies do for data warehouses ?,"h jagadish , l lakshmanan , d srivastava",vldb,1999,567
eager aggregation and lazy aggregation,"w yan , p larson",vldb,1995,568
t2 : a customizable parallel database for multi-dimensional data,"c chang , a acharya , a sussman , j saltz",sigmod record,1998,569
declarative updates of relational databases,w chen,acm trans . database syst .,1995,570
flexible support for multiple access control policies,"s jajodia , p samarati , m sapino , v subrahmanian",acm trans . database syst .,2001,571
integrating sql databases with content-specific search engines,"s deпloch , n mattos",vldb,1997,572
hyperqueries : dynamic distributed query processing on the internet,"a kemper , c wiesner",vldb,2001,573
adam : a testbed for exploring the use of data mining in intrusion detection,"d barbarс , j couto , s jajodia , n wu",sigmod record,2001,574
the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,575
querying structured text in an xml database,"s al-khalifa , c yu , h jagadish",sigmod conference,2003,576
dynamic resource brokering for multi-user query execution,"d davison , g graefe",sigmod conference,1995,577
efficient snapshot differential algorithms for data warehousing,"w labio , h garcia-molina",vldb,1996,578
semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"c tќrker , m gertz",vldb j.,2001,579
providing database migration tools - a practicioner s approach,a meier,vldb,1995,580
integrating triggers and declarative constraints in sql database sytems,"r cochrane , h pirahesh , n mattos",vldb,1996,581
"object-relational database systems : principles , products , and challenges ( tutorial )",,,1997,582
efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler",vldb,2002,583
the garlic project,"m roth , m arya , l haas , m carey , w cody , r fagin , p schwarz , j ii , e wimmers",sigmod conference,1996,584
a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,585
chain : operator scheduling for memory minimization in data stream systems,"b babcock , s babu , m datar , r motwani",sigmod conference,2003,586
efficient geometry-based similarity search of 3d spatial databases,d keim,sigmod conference,1999,587
exchanging intensional xml data,"t milo , s abiteboul , b amann , o benjelloun , f ngoc",sigmod conference,2003,588
grid data management systems & services,,,2003,589
on periodic resource scheduling for continuous-media databases,"m garofalakis , b жzden , a silberschatz",vldb j.,1998,590
"biodiversity informatics : the challenge of rapid development , large databases , and complex data ( keynote )",,,2000,591
dbcache : database caching for web application servers,"m altinel , q luo , s krishnamurthy , c mohan , h pirahesh , b lindsay , h woo , l brown",sigmod conference,2002,592
temporal fds on complex objects,j wijsen,acm trans . database syst .,1999,593
metu object-oriented dbms,"a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin",sigmod conference,1994,594
specification and implementation of exceptions in workflow management systems,"f casati , s ceri , s paraboschi , g pozzi",acm trans . database syst .,1999,595
fast parallel similarity search in multimedia databases,"s berchtold , c bіhm , b braunmќller , d keim , h kriegel",sigmod conference,1997,596
icicles : self-tuning samples for approximate query answering,"v ganti , m lee , r ramakrishnan",vldb,2000,597
cache fusion : extending shared-disk clusters with shared caches,"t lahiri , v srihari , w chan , n macnaughton , s chandrasekaran",vldb,2001,598
deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,"n krivokapic , a kemper , e gudes",vldb j.,1999,599
delaunay : a database visualization system,"i cruz , m averbuch , w lucas , m radzyminski , k zhang",sigmod conference,1997,600
materialized views selection in a multidimensional database,"e baralis , s paraboschi , e teniente",vldb,1997,601
processing complex aggregate queries over data streams,"a dobra , m garofalakis , j gehrke , r rastogi",sigmod conference,2002,602
databases for networks,h jagadish,sigmod conference,1994,603
adaptable similarity search using non-relevant information,"t ashwin , r gupta , s ghosal",vldb,2002,604
enhanced abstract data types in object-relational databases,p seshadri,vldb j.,1998,605
explaining differences in multidimensional aggregates,s sarawagi,vldb,1999,606
redo recovery after system crashes,"d lomet , m tuttle",vldb,1995,607
evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r braumandl , j clauпen , a kemper",vldb,1998,608
"a response to r. camps  article  domains , relations and religious wars",c date,sigmod record,1996,609
pbir - perception-based image retrieval,"e chang , t cheng , l chang",sigmod conference,2001,610
managing memory for real-time queries,"h pang , m carey , m livny",sigmod conference,1994,611
data stream query processing : a tutorial,,,2003,612
on-line warehouse view maintenance,"d quass , j widom",sigmod conference,1997,613
computing geographical scopes of web resources,"j ding , l gravano , n shivakumar",vldb,2000,614
interview with david maier,,,2002,615
distributed processing over stand-alone systems and applications,"g alonso , c hagen , h schek , m tresch",vldb,1997,616
too much middleware,m stonebraker,sigmod record,2002,617
agent-oriented software engineering report on the 4th aose workshop ( aose 2003 ),,,2003,618
efficient similarity search for market basket data,"a nanopoulos , y manolopoulos",vldb j.,2002,619
"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation","g evangelidis , d lomet , b salzberg",vldb,1995,620
the merge/purge problem for large databases,"m hernсndez , s stolfo",sigmod conference,1995,621
plan-per-tuple optimization solution - parallel execution of expensive user-defined functions,"f cariёo , w oconnell",vldb,1998,622
the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,"a mehta , j geller , y perl , e neuhold",vldb j.,1998,623
new sampling-based summary statistics for improving approximate query answers,"p gibbons , y matias",sigmod conference,1998,624
coordinating backup/recovery and data consistency between database and file systems,"s bhattacharya , c mohan , k brannon , i narang , h hsiao , m subramanian",sigmod conference,2002,625
"ubiquitous , self-tuning , scalable servers",p spiro,sigmod conference,1998,626
provision of market services for eco compliant electronic market places,"s arpinar , a dogac",sigmod record,2000,627
efficient search of multi-dimensional b-trees,"h leslie , r jain , d birdsall , h yaghmai",vldb,1995,628
dynamic information visualization,y ioannidis,sigmod record,1996,629
clustering by pattern similarity in large data sets,"h wang , w wang , j yang , p yu",sigmod conference,2002,630
tail recursion elimination in deductive databases,k ross,acm trans . database syst .,1996,631
online query processing,,,2001,632
on the semantics of  now  in databases,"j clifford , c dyreson , t isakowitz , c jensen , r snodgrass",acm trans . database syst .,1997,633
performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994,634
materialized views in oracle,"r bello , k dias , a downing , j jr. , j finnerty , w norcott , h sun , a witkowski , m ziauddin",vldb,1998,635
caching strategies for data-intensive web sites,"k yagoub , d florescu , v issarny , p valduriez",vldb,2000,636
update propagation strategies for improving the quality of data on the web,"a labrinidis , n roussopoulos",vldb,2001,637
schemasql - a language for interoperability in relational multi-database systems,"l lakshmanan , f sadri , i subramanian",vldb,1996,638
sprint : a scalable parallel classifier for data mining,"j shafer , r agrawal , m mehta",vldb,1996,639
curio : a novel solution for efficient storage and indexing in data warehouses,"a datta , k ramamritham , h thomas",vldb,1999,640
"tcp-d - the challenges , issues and results",r bhashyam,sigmod record,1996,641
a framework for implementing hypothetical queries,"t griffin , r hull",sigmod conference,1997,642
high-concurrency locking in r-trees,"m kornacker , d banks",vldb,1995,643
online dynamic reordering,"v raman , b raman , j hellerstein",vldb j.,2000,644
designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"a szalay , p kunszt , a thakar , j gray , d slutz",sigmod conference,2000,645
amalgamating knowledge bases,v subrahmanian,acm trans . database syst .,1994,646
on the costs of multilingualism in database systems,"a kumaran , j haritsa",vldb,2003,647
a query language and optimization techniques for unstructured data,"p buneman , s davidson , g hillebrand , d suciu",sigmod conference,1996,648
bigsur : a system for the management of earth science data,"p brown , m stonebraker",vldb,1995,649
online scaling in a highly available database,"s bratsberg , r humborstad",vldb,2001,650
an approach for building secure database federations,"d jonscher , k dittrich",vldb,1994,651
structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996,652
a monte carlo algorithm for fast projective clustering,"c procopiuc , m jones , p agarwal , t murali",sigmod conference,2002,653
a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,654
analyzing energy behavior of spatial access methods for memory-resident data,"n an , a sivasubramaniam , n vijaykrishnan , m kandemir , m irwin , s gurumurthi",vldb,2001,655
graphdb : modeling and querying graphs in databases,r gќting,vldb,1994,656
implementation of two semantic query optimization techniques in db2 universal database,"q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer",vldb,1999,657
optimal histograms with quality guarantees,"h jagadish , n koudas , s muthukrishnan , v poosala , k sevcik , t suel",vldb,1998,658
progressive evaluation of nested aggregate queries,"k tan , c goh , b ooi",vldb j.,2000,659
querying heterogeneous information sources using source descriptions,"a levy , a rajaraman , j ordille",vldb,1996,660
wsq/dsq : a practical approach for combined querying of databases and the web,"r goldman , j widom",sigmod conference,2000,661
a sequential pattern query language for supporting instant data mining for e-services,"r sadri , c zaniolo , a zarkesh , j adibi",vldb,2001,662
the oracle warehouse,g hallmark,vldb,1995,663
temporal integrity constraints with indeterminacy,"w cowley , d plexousakis",vldb,2000,664
incremental maintenance for non-distributive aggregate functions,"t palpanas , r sidle , r cochrane , h pirahesh",vldb,2002,665
efficient similarity search and classification via rank aggregation,"r fagin , r kumar , d sivakumar",sigmod conference,2003,666
effective timestamping in databases,"k torp , c jensen , r snodgrass",vldb j.,2000,667
bringing order to query optimization,"g slivinskas , c jensen , r snodgrass",sigmod record,2002,668
composing mappings among data sources,"j madhavan , a halevy",vldb,2003,669
normalization in oodb design,b lee,sigmod record,1995,670
optimizing queries on compressed bitmaps,"s amer-yahia , t johnson",vldb,2000,671
algebraic change propagation for semijoin and outerjoin queries,"t griffin , b kumar",sigmod record,1998,672
the p operator : discovering and ranking associations on the semantic web,"k anyanwu , a sheth",sigmod record,2002,673
indexing the positions of continuously moving objects,"s saltenis , c jensen , s leutenegger , m lopez",sigmod conference,2000,674
enterprise java platform data access,"s white , r cattell , s finkelstein",sigmod conference,1998,675
join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,676
the future of web services - ii,f cabrera,sigmod conference,2003,677
editor s ( farewell ) notes,,,1995,678
dynamic itemset counting and implication rules for market basket data,"s brin , r motwani , j ullman , s tsur",sigmod conference,1997,679
toward recovery-oriented computing,a fox,vldb,2002,680
hector garcia-molina speaks out,m winslett,,2002,681
efficient progressive skyline computation,"k tan , p eng , b ooi",vldb,2001,682
sting : a statistical information grid approach to spatial data mining,"w wang , j yang , r muntz",vldb,1997,683
a complete temporal relational algebra,"d dey , t barron , v storey",vldb j.,1996,684
data staging for on-demand broadcast,"d aksoy , m franklin , s zdonik",vldb,2001,685
issues in data stream management,"l golab , m жzsu",sigmod record,2003,686
cache conscious indexing for decision-support in main memory,"j rao , k ross",vldb,1999,687
learning to match ontologies on the semantic web,"a doan , j madhavan , r dhamankar , p domingos , a halevy",vldb j.,2003,688
comparing hierarchical data in external memory,s chawathe,vldb,1999,689
database issues in telecommunications network management,i ahn,sigmod conference,1994,690
safe query languages for constraint databases,p revesz,acm trans . database syst .,1998,691
architecture of oracle parallel server,"r bamford , d butler , b klots , n macnaughton",vldb,1998,692
hyper-programming in java,"e zirintsis , g kirby , r morrison",vldb,1999,693
distributed hypertext resource discovery through examples,"s chakrabarti , m berg , b dom",vldb,1999,694
cache coherency in oracle parallel server,b klots,vldb,1996,695
parametric query optimization for linear and piecewise linear cost functions,"a hulgeri , s sudarshan",vldb,2002,696
serviceglobe : distributing e-services across the internet,"m keidl , s seltzsam , k stocker , a kemper",vldb,2002,697
storing and querying ordered xml using a relational database system,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",sigmod conference,2002,698
"message from editor-in-chief , acm transactions on database systems",w kim,,1999,699
an experimental system for object-based sharing in federated databases,"d fang , s ghandeharizadeh",vldb j.,1996,700
a vision of management of complex models,"p bernstein , a halevy , r pottinger",sigmod record,2000,701
automation in information extraction and data integration,,,2002,702
lifestreams : a storage model for personal data,"e freeman , d gelernter",sigmod record,1996,703
advances in real-time database systems research,a bestavros,sigmod record,1996,704
applying update streams in a soft real-time database system,"b adelberg , h garcia-molina , b kao",sigmod conference,1995,705
evaluating top-k selection queries,"s chaudhuri , l gravano",vldb,1999,706
a toolkit for negotiation support interfaces to multi-dimensional data,"m gebhardt , m jarke , s jacobs",sigmod conference,1997,707
change detection in hierarchically structured information,"s chawathe , a rajaraman , h garcia-molina , j widom",sigmod conference,1996,708
query optimization by predicate move-around,"a levy , i mumick , y sagiv",vldb,1994,709
versioning and configuration management in an object-oriented data model,e sciore,vldb j.,1994,710
performance measurements of tertiary storage devices,"t johnson , e miller",vldb,1998,711
efficient index structures for string databases,"t kahveci , a singh",vldb,2001,712
using sets of feature vectors for similarity search on voxelized cad objects,"h kriegel , s brecheisen , p krіger , m pfeifle , m schubert",sigmod conference,2003,713
a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003,714
"semi-automatic , self-adaptive control of garbage collection rates in object databases","j cook , a klauser , a wolf , b zorn",sigmod conference,1996,715
qcluster : relevance feedback using adaptive clustering for content-based image retrieval,"d kim , c chung",sigmod conference,2003,716
"constructing and integrating data-centric web applications : methods , tools , and techniques",,,2003,717
dimensionality reduction for similarity searching in dynamic databases,"k kanth , d agrawal , a singh",sigmod conference,1998,718
internet traffic warehouse,"c chen , m cochinwala , c petrone , m pucci , s samtani , p santa , m mesiti",sigmod conference,2000,719
dynamic buffer allocation in video-on-demand systems,"s lee , k whang , y moon , i song",sigmod conference,2001,720
adapting materialized views after redefinitions,"a gupta , i mumick , k ross",sigmod conference,1995,721
efficient maintenance of materialized mediated views,"j lu , g moerkotte , j schќ , v subrahmanian",sigmod conference,1995,722
data bubbles : quality preserving performance boosting for hierarchical clustering,"m breunig , h kriegel , p krіger , j sander",sigmod conference,2001,723
opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , d dewitt",vldb j.,1999,724
optimization of queries with user-defined predicates,"s chaudhuri , k shim",acm trans . database syst .,1999,725
a language for manipulating arrays,"a marathe , k salem",vldb,1997,726
sybase replication server,"a gorelik , y wang , m deppe",sigmod conference,1994,727
the impact of technology on commercial transaction processing,e cobb,vldb j.,1997,728
querying xml views of relational data,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",vldb,2001,729
lineage tracing for general data warehouse transformations,"y cui , j widom",vldb j.,2003,730
"sqlj part 0 , now known as sql/olb ( object-language bindings )","a eisenberg , j melton",sigmod record,1998,731
on-line reorganization in object databases,"m lakhamraju , r rastogi , s seshadri , s sudarshan",sigmod conference,2000,732
mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application,"m missikoff , m toiati",sigmod conference,1994,733
self-tuning histograms : building histograms without looking at data,"a aboulnaga , s chaudhuri",sigmod conference,1999,734
is web-site management a database problem ?,"d florescu , a levy , d suciu",vldb,1998,735
"a distributed scientific data archive using the web , xml and sql/med","m papiani , j wason , a dunlop , d nicole",sigmod record,1999,736
toward learning based web query processing,"y diao , h lu , s chen , z tian",vldb,2000,737
your mediators need data conversion !,"s cluet , c delobel , j simщon , k smaga",sigmod conference,1998,738
multi-table joins through bitmapped join indices,"p oneil , g graefe",sigmod record,1995,739
ripple joins for online aggregation,"p haas , j hellerstein",sigmod conference,1999,740
multiple-view self-maintenance in data warehousing environments,n huyn,vldb,1997,741
the semantic web : semantics for data on the web,,,2003,742
an automated system for web portal personalization,"c aggarwal , p yu",vldb,2002,743
approximate query translation across heterogeneous information sources,"k chang , h garcia-molina",vldb,2000,744
semantic integration of environmental models for application to global information systems and decision-making,d mackay,sigmod record,1999,745
incremental clustering for mining in a data warehousing environment,"m ester , h kriegel , j sander , m wimmer , x xu",vldb,1998,746
mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"y tao , d papadias",vldb,2001,747
on views and xml,s abiteboul,sigmod record,1999,748
efficient structural joins on indexed xml documents,"s chien , z vagena , d zhang , v tsotras , c zaniolo",vldb,2002,749
adaptive index structures,"y tao , d papadias",vldb,2002,750
leo - db2 s learning optimizer,"m stillger , g lohman , v markl , m kandil",vldb,2001,751
graphical interaction with heterogeneous databases,"t catarci , g santucci , j cardiff",vldb j.,1997,752
improving performance with bulk-inserts in oracle r-trees,"n an , k kanth , s ravada",vldb,2003,753
facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"w li , k candan , k hirata , y hara",vldb,1997,754
fractal prefetching bбtrees : optimizing both cache and disk performance,"s chen , p gibbons , t mowry , g valentin",sigmod conference,2002,755
vqbd : exploring semistructured data,"s chawathe , t baby , j yeo",sigmod conference,2001,756
autoadmin  what-if  index analysis utility,"s chaudhuri , v narasayya",sigmod conference,1998,757
orthogonally persistent object systems,"m atkinson , r morrison",vldb j.,1995,758
interview with rakesh agrawal,,,2003,759
optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"w hasan , r motwani",vldb,1994,760
research activities in database management and information retrieval at the university of illinois at chicago,"i cruz , a khokhar , b liu , a sistla , o wolfson , c yu",sigmod record,2002,761
on efficiently implementing schemasql on an sql database system,"l lakshmanan , f sadri , s subramanian",vldb,1999,762
design and implementation of rmp - a virtual electronic market place,"s boll , w klas , b battaglin",sigmod record,1998,763
automatic generation of production rules for integrity maintenance,"s ceri , p fraternali , s paraboschi , l tanca",acm trans . database syst .,1994,764
in-memory data management for consumer transactions the times-ten approach,t team,sigmod conference,1999,765
supporting dynamic displays using active rules,"o dэaz , a jaime , n paton , g al-qaimari",sigmod record,1994,766
a database system for real-time event aggregation in telecommunication,"j baulier , s blott , h korth , a silberschatz",vldb,1998,767
thщmis : a database programming language handling integrity constraints,"v benzaken , a doucet",vldb j.,1995,768
exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,769
parallel database systems 101,j gray,sigmod conference,1995,770
combining fuzzy information : an overview,r fagin,sigmod record,2002,771
capturing and querying multiple aspects of semistructured data,"c dyreson , m bіhlen , c jensen",vldb,1999,772
microsoft site server ( commerce edition ),b ojjeh,sigmod conference,1999,773
optimizing object queries using an effective calculus,"l fegaras , d maier",acm trans . database syst .,2000,774
information director s message,,,2000,775
minimal probing : supporting expensive predicates for top-k queries,"k chang , s hwang",sigmod conference,2002,776
databases on the web : technologies for federation architectures and case studies ( tutorial ),r kramer,sigmod conference,1997,777
integrated data management for mobile services in the real world,"c hage , c jensen , t pedersen , l speicys , i timko",vldb,2003,778
estimation of query-result distribution and its application in parallel-join load balancing,"v poosala , y ioannidis",vldb,1996,779
composing web services on the semantic web,"b medjahed , a bouguettaya , a elmagarmid",vldb j.,2003,780
temporal database system implementations,m bіhlen,sigmod record,1995,781
information systems research at george mason university,"s jajodia , d barbarс , a brodsky , l kerschberg , a motro , e sibley , x wang",sigmod record,1997,782
managing intervals efficiently in object-relational databases,"h kriegel , m pіtke , t seidl",vldb,2000,783
xpath queries on streaming data,"f peng , s chawathe",sigmod conference,2003,784
modeling high-dimensional index structures using sampling,"c lang , a singh",sigmod conference,2001,785
the impact of database research on industrial products ( panel summary ),"d barbarс , j blakeley , d fishman , d lomet , m stonebraker",sigmod record,1994,786
an axiomatic model of dynamic schema evolution in objectbase systems,"r peters , m жzsu",acm trans . database syst .,1997,787
building a laboratory information system around a c++ - based object-oriented dbms,"n goodman , s rozen , l stein",vldb,1994,788
xml and information retrieval : a sigir 2000 workshop,,,2001,789
the ecobase project : database and web technologies for environmental information systems,"a tanaka , p valduriez",sigmod record,2001,790
continuous queries over data streams,"s babu , j widom",sigmod record,2001,791
efficient concurrency control for broadcast environments,"j shanmugasundaram , a nithrakashyap , r sivasankaran , k ramamritham",sigmod conference,1999,792
object fusion in mediator systems,"y papakonstantinou , s abiteboul , h garcia-molina",vldb,1996,793
clustering methods for large databases : from the past to the future,"a hinneburg , d keim",sigmod conference,1999,794
"data management in ecommerce : the good , the bad , and the ugly",,,2000,795
maintenance of automatic summary tables,"w lehner , r sidle , h pirahesh , r cochrane",sigmod conference,2000,796
"fast , randomized join-order selection - why use transformations ?","c galindo-legaria , a pellenkoft , m kersten",vldb,1994,797
the case for enhanced abstract data types,"p seshadri , m livny , r ramakrishnan",vldb,1997,798
distributing a search tree among a growing number of processors,"b krіll , p widmayer",sigmod conference,1994,799
updates for structure indexes,"r kaushik , p bohannon , j naughton , p shenoy",vldb,2002,800
databases for gis,"c medeiros , f pires",sigmod record,1994,801
on processing xml in ldap,"p marrѓn , g lausen",vldb,2001,802
electronic commerce : tutorial,"n adam , y yesha",sigmod conference,1998,803
an algebraic approach to rule analysis in expert database systems,"e baralis , j widom",vldb,1994,804
continuous nearest neighbor search,"y tao , d papadias , q shen",vldb,2002,805
indexing large metric spaces for similarity search queries,"t bozkaya , z жzsoyoglu",acm trans . database syst .,1999,806
performance measurements of compressed bitmap indices,t johnson,vldb,1999,807
statistical schema matching across web query interfaces,"b he , k chang",sigmod conference,2003,808
oracle s symmetric replication technology and implications for application design,"d daniels , l doo , a downing , c elsbernd , g hallmark , s jain , b jenkins , p lim , g smith , b souder , j stamos",sigmod conference,1994,809
fast time sequence indexing for arbitrary lp norms,"b yi , c faloutsos",vldb,2000,810
active views for electronic commerce,"s abiteboul , b amann , s cluet , a eyal , l mignet , t milo",vldb,1999,811
nd-sql : a multi-dimensional language for interoperability and olap,"f gingras , l lakshmanan",vldb,1998,812
environment information systems - guest editor s foreword,,,1997,813
linking business to deliver value : a data management challenge,a deshpande,vldb,2000,814
anatomy of a real e-commerce system,a jhingran,sigmod conference,2000,815
contracting in the days of ebusiness,"w hќmmer , w lehner , h wedekind",sigmod record,2002,816
multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,817
mining system audit data : opportunities and challenges,"w lee , w fan",sigmod record,2001,818
mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,819
optimizing multiple dimensional queries simultaneously in multidimensional databases,"w liang , m orlowska , j yu",vldb j.,2000,820
form-based proxy caching for database-backed web sites,"q luo , j naughton",vldb,2001,821
reminiscences an influential papers,,,2003,822
a taxonomy of correctness criteria in database applications,"k ramamritham , p chrysanthis",vldb j.,1996,823
query processing techniques for multiversion access methods,"j bercken , b seeger",vldb,1996,824
paradise : a database system for gis applications,p team,sigmod conference,1995,825
design and development of a stream service in a heterogenous client environment,"n pappas , s christodoulakis",vldb,2000,826
erratum : a database model for object dynamics,"m papazoglou , b krфmer",vldb j.,1997,827
containment join size estimation : models and methods,"w wang , h jiang , h lu , j yu",sigmod conference,2003,828
semantic integration of semistructured and structured data sources,"s bergamaschi , s castano , m vincini",sigmod record,1999,829
dbxplorer : enabling keyword search over relational databases,"s agrawal , s chaudhuri , g das",sigmod conference,2002,830
information integration and xml in ibm s db2,p selinger,vldb,2002,831
synthesis of extended transaction models using acta,"p chrysanthis , k ramamritham",acm trans . database syst .,1994,832
searching in metric spaces with user-defined and approximate distances,"p ciaccia , m patella",acm trans . database syst .,2002,833
quality-driven integration of heterogenous information systems,"f naumann , u leser , j freytag",vldb,1999,834
maintenance of implication integrity constraints under updates to constraints,"n ishakbeyoglu , z жzsoyoglu",vldb j.,1998,835
the sift information dissemination system,"t yan , h garcia-molina",acm trans . database syst .,1999,836
mindreader : querying databases through multiple examples,"y ishikawa , r subramanya , c faloutsos",vldb,1998,837
coma - a system for flexible combination of schema matching approaches,"h do , e rahm",vldb,2002,838
database architecture optimized for the new bottleneck : memory access,"p boncz , s manegold , m kersten",vldb,1999,839
wave-indices : indexing evolving databases,"n shivakumar , h garcia-molina",sigmod conference,1997,840
holistic twig joins on indexed xml documents,"h jiang , w wang , h lu , j yu",vldb,2003,841
query by diagram : a graphical environment for querying databases,"t catarci , g santucci",sigmod conference,1994,842
incremental maintenance of externally materialized views,"m staudt , m jarke",vldb,1996,843
strudel : a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1997,844
managing multiple and distributed ontologies on the semantic web,"a maedche , b motik , l stojanovic",vldb j.,2003,845
miro web : integrating multiple data sources through semistructured data types,"l bouganim , t chan-sine-ying , t dang-ngoc , j darroux , g gardarin , f sha",vldb,1999,846
investigation of algebraic query optimisation techniques for database programming languages,"a poulovassilis , c small",vldb,1994,847
integrating reliable memory in databases,"w ng , p chen",vldb,1997,848
quality of service in multimedia digital libraries,"e bertino , a elmagarmid , m hacid",sigmod record,2001,849
efficient retrieval of similar shapes,"d rafiei , a mendelzon",vldb j.,2002,850
a shrinking-based approach for multi-dimensional data analysis,"y shi , y song , a zhang",vldb,2003,851
an authorization system for digital libraries,"e ferrari , n adam , v atluri , e bertino , u capuozzo",vldb j.,2002,852
a low-cost storage server for movie on demand databases,"b жzden , a biliris , r rastogi , a silberschatz",vldb,1994,853
apex : an adaptive path index for xml data,"c chung , j min , k shim",sigmod conference,2002,854
acdn : a content delivery network for applications,"p karbhari , m rabinovich , z xiao , f douglis",sigmod conference,2002,855
interview with jim gray,,,2003,856
psoup : a system for streaming queries over streaming data,"s chandrasekaran , m franklin",vldb j.,2003,857
detection and classification of intrusions and faults using sequences of system calls,"j cabrera , l lewis , r mehra",sigmod record,2001,858
turbo-charging vertical mining of large databases,"p shenoy , j haritsa , s sudarshan , g bhalotia , m bawa , d shah",sigmod conference,2000,859
a fast index for semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon",vldb,2001,860
stream processing of xpath queries with predicates,"a gupta , d suciu",sigmod conference,2003,861
"50,000 users on an oracle8 universal server database","t lahiri , a josji , a jasuja , s chatterjee",sigmod conference,1998,862
implementing database operations using simd instructions,"j zhou , k ross",sigmod conference,2002,863
datawarehousing has more colours than just black & white,"t zurek , m sinnwell",vldb,1999,864
"jeffrey d. ullman speaks out on the future of higher education , startups , database theory , and more",,,2001,865
searching and mining fine-grained semi-structured data,,,2002,866
duplicate removal in information system dissemination,"t yan , h garcia-molina",vldb,1995,867
integrating the ub-tree into a database system kernel,"f ramsak , v markl , r fenk , m zirkel , k elhardt , r bayer",vldb,2000,868
integrating mining with relational database systems : alternatives and implications,"s sarawagi , s thomas , r agrawal",sigmod conference,1998,869
a framework for change diagnosis of data streams,c aggarwal,sigmod conference,2003,870
the worlinfo assistant : spatio-temporal information integration on the web,"j ambite , c knoblock , m kolahdouzan , m muslea , c shahabi , s thakkar",vldb,2001,871
indexing and querying xml data for regular path expressions,"q li , b moon",vldb,2001,872
implementing xquery,p cotton,sigmod conference,2002,873
workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),,,1996,874
