idx	text_left	text_right	label
151	Sledgehammer Imperial Red Ale Cambridge Brewing Company American Amber / Red Ale 7.75 %	Edge Imperial Red Ale &#40; Spring Seasonal &#41; Edge Brewing Company American Strong Ale 8.50 %	0
152	Weekender American Amber Ale Stilt House Brewery American Amber / Red Ale 5.20 %	Canal Park General Sterling Price American Amber Ale - Centennial Canal Park Brewing Company Amber Ale 4.80 %	0
153	Blarney Rock Irish Ale Rockyard Brewing American Amber / Red Ale 6.00 %	Rockyard Blarney Rock Irish Ale Rockyard Brewing Company Irish Ale -	1
154	Aiken American Red Pale Ale Aiken Brewing Company American Amber / Red Ale -	Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41; Blue Heron Brewpub American Pale Ale 6.20 %	0
155	Deranger Imperial Red Ale Laurelwood Public House & Brewery American Amber / Red Ale 8.60 %	Ale Mania Imperial Red Ale Ale Mania &#40; Fritz Ale &#41; American Strong Ale 9.50 %	0
156	Big Bear Amber Ale Stewart s Brewing Co. . American Amber / Red Ale 5.60 %	Big Horn Buttface Amber Ale Big Horn Brewing Company &#40; Ram International &#41; Amber Ale 5.80 %	0
157	Great Lakes Independence Ale Great Lakes Brewing Co. . American Amber / Red Ale 6.00 %	Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine &#40; Oak &#41; Amsterdam Brewing Company Barley Wine 10 %	0
158	Three Beavers Imperial Red Ale Howe Sound Inn & Brewing Company American Amber / Red Ale 7.50 %	Scuttlebutt Mateo Loco Imperial Red Ale Scuttlebutt Brewing Co. . American Strong Ale 7.10 %	0
159	Hop Around Imperial Red Ale Big Bay Brewing Co. . American Amber / Red Ale 9.00 %	Laguna Beach Grateful Red Imperial Red Ale Laguna Beach Brewing American Strong Ale 11 %	0
160	Ale Mania Imperial Red Ale Ale-Mania American Amber / Red Ale 9.50 %	Tumbledown Imp Imperial Red Ale Tumbledown Brewing LLC American Strong Ale 7.80 %	0
161	Mountain Series : Love Rhino ( Imperial Red Ale ) Breckenridge Brewery American Amber / Red Ale 8.90 %	Cigar City Cold Brew Series - Red Ale Cigar City Brewing Amber Ale 7.20 %	0
162	Shirt Tail Amber Iron Hill Brewery & Restaurant American Amber / Red Ale 4.40 %	Iron Hill Shirt Tail Amber Iron Hill Maple Shade Amber Ale 4.40 %	1
163	Desert Island Series : American Honey Amber Ale Heavy Seas Beer American Amber / Red Ale 4.90 %	Granville Island Gastown Amber Ale Granville Island &#40; Brewery - MolsonCoors &#41; Amber Ale 5.50 %	0
164	Starlord s Mixtape / Groot Drank Imperial Red Ale Charging Hippo Brewing Co. . American Amber / Red Ale 8.20 %	Pizza Port Rhino Chaser Imperial Red Ale Pizza Port &#40; Ocean Beach &#41; American Strong Ale 9.50 %	0
165	Barrel Aged Red Ale BearWaters Brewing Co. . American Amber / Red Ale 6.70 %	Barley_s Barrel Aged Ulysses Imperial Red Ale Barley_s Brewing Company American Strong Ale 8.60 %	0
166	Stupiphany Imperial Red Ale Rusty Truck Brewing Company / Roadhouse 101 American Amber / Red Ale 8.00 %	Sick N Twisted Naughty Redhead Imperial Red Ale Sick N Twisted Brewing Company Amber Ale 8 %	0
167	Red 88 Imperial Amber Ale River City Brewing Co. . American Amber / Red Ale 8.00 %	Yukon You Only Live Once Imperial Red Ale Yukon Brewing Company Amber Ale 7.50 %	0
168	Hurricane Alley Amber Ale Florida Beer Company American Amber / Red Ale -	Charleville Tornado Alley Amber Ale Charleville Vineyard & Microbrewery Amber Ale -	0
169	Mountain Series : Love Rhino ( Imperial Red Ale ) Breckenridge Brewery American Amber / Red Ale 8.90 %	Kinetic Infrared Imperial Red Ale Kinetic Brewing Company American Strong Ale 9.30 %	0
170	Brewmaster s Reserve Imperial Red Ale BJ s Chicago Pizza & Brewery Inc. . American Amber / Red Ale 9.20 %	Rock Bottom Orland Park King of Hearts Imperial Red Ale Rock Bottom Orland Park American Strong Ale 7.60 %	0
171	Red Headed Slut Amber Ale Twisted K-8 Brewing Company American Amber / Red Ale 6.50 %	Baird Red Rose Amber Ale Baird Brewing Co. . California Common 5.40 %	0
172	Bulleit Bourbon Barrel Aged GKnight Oskar Blues Grill & Brew American Amber / Red Ale 8.70 %	MadTree Bourbon Barrel Aged Happy Amber MadTree Brewing Company Amber Ale 6 %	0
173	Aiken American Red Pale Ale Aiken Brewing Company American Amber / Red Ale -	Wild Ride 3 Sisters American Red Ale Wild Ride Brewing Amber Ale 6 %	0
174	Phobos Single Hop Red Ale Ecliptic Brewing American Amber / Red Ale 7.40 %	Iron Horse Fresh Hop Imperial Red Ale Iron Horse Brewery American Strong Ale -	0
175	Frost Quake Bourbon Barrel Aged Barley Wine Wellington County Brewery American Barleywine 9.80 %	MadTree Bourbon Barrel Aged Happy Amber MadTree Brewing Company Amber Ale 6 %	0
176	Bourbon Barrel Aged Horus Imperial Red Elevator Brewery & Draught Haus American Amber / Red Ale 12.00 %	Legacy Bourbon Barrel Hedonism Red Legacy Brewing American Strong Ale 7.10 %	0
177	Rocky Mountain Red Ale Grand Lake Brewing Company American Amber / Red Ale -	Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41; Crazy Mountain Brewing Company Amber Ale 6 %	0
178	Ro Shampo Imperial Red Ale Figure 8 Brewing American Amber / Red Ale 7.50 %	Kern River Dirty Hippie Imperial Red Ale Kern River Brewing American Strong Ale 8 %	0
179	Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ) Sierra Nevada Brewing Co. . American Amber / Red Ale 8.00 %	Rock Bottom Orland Park King of Hearts Imperial Red Ale Rock Bottom Orland Park American Strong Ale 7.60 %	0
180	Alaskan Barley Wine ( Pilot Series ) Alaskan Brewing Co. . American Barleywine 10.70 %	Hermit Thrush Abbey Series # 1 - Jolly Abbot Barley Wine Hermit Thrush Brewery Barley Wine 13 %	0
181	Starfish Imperial Red Ale Fish Brewing Company / Fishbowl Brewpub American Amber / Red Ale 7.50 %	Worthy Eruption Imperial Red Ale Worthy Brewing Company American Strong Ale 8 %	0
182	3 Sisters American Red Ale Wild Ride Brewing Co. . American Amber / Red Ale 6.00 %	Stadin American Red Ale Stadin Panimo Amber Ale 4.50 %	0
183	Double Mongrel Imperial India Red Ale Aspetuck Brew Lab American Amber / Red Ale 9.00 %	Peter Bs Sum Of Hours Imperial Red Ale Peter Bs Brewpub American Strong Ale 9.50 %	0
184	Buffalo Soul Jah Imperial Red Ale Three Heads Brewing American Amber / Red Ale 9.20 %	Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged Fulton Beer Company American Strong Ale 8.50 %	0
185	Fisherman s Tea Party Cape Ann Brewing Company American Barleywine 9.00 %	Cape Ann Fisherman_s Tea Party Cape Ann Brewing Company Barley Wine 9 %	1
186	Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ) Sierra Nevada Brewing Co. . American Amber / Red Ale 8.00 %	Two Brothers Revelry Imperial Red Ale Two Brothers Brewing Company American Strong Ale 9.50 %	0
187	6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ) Kern River Brewing Company American Amber / Red Ale 8.00 %	Two Brothers Revelry Imperial Red Ale Two Brothers Brewing Company American Strong Ale 9.50 %	0
188	Kingpin Double Red Ale BridgePort Brewing Co. / Brewpub American Amber / Red Ale 7.50 %	Out of Bounds Relentless Double Red Ale Out of Bounds Brewing Company American Strong Ale 8.20 %	0
189	Ale Mania Imperial Red Ale Ale-Mania American Amber / Red Ale 9.50 %	Proof Abandoned Planet Imperial Red Ale Proof Brewing Company Amber Ale 7.50 %	0
190	Aorta Ale ( Double Red Ale ) Short s Brewing Company American Amber / Red Ale 8.30 %	Wildcard Double Down Imperial Red Ale Wildcard Brewing Company American Strong Ale 7.50 %	0
191	Ulysses Imperial Red Ale Barley s Brewing Company American Amber / Red Ale -	Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged Ballast Point Brewing Company American Strong Ale 10 %	0
192	Harold The Red Ale Black Husky Brewing American Amber / Red Ale -	Off the Rail Raybuck Red Ale Off the Rail Brewing Amber Ale 6.40 %	0
193	Double Dread Imperial Red Ale Mad River Brewing Company American Amber / Red Ale 8.60 %	Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged Ballast Point Brewing Company American Strong Ale 10 %	0
194	Insane Mane Red Ale White Lion Brewing Company American Amber / Red Ale 5.10 %	White Lion Insane Mane Red Ale Ipswich Ale Brewery Amber Ale -	1
195	Eruption Imperial Red Ale Worthy Brewing Co. . American Amber / Red Ale 8.00 %	Ale Mania Imperial Red Ale Ale Mania &#40; Fritz Ale &#41; American Strong Ale 9.50 %	0
196	Deranger Imperial Red Ale Laurelwood Public House & Brewery American Amber / Red Ale 8.60 %	Brannon_s Deputation Imperial Red Ale Brannon_s Pub and Brewery American Strong Ale 8.79 %	0
197	Sequoia American Amber Ale Wig And Pen American Amber / Red Ale 5.90 %	Canal Park General Sterling Price American Amber Ale - Centennial Canal Park Brewing Company Amber Ale 4.80 %	0
198	Frost Quake Bourbon Barrel Aged Barley Wine Wellington County Brewery American Barleywine 9.80 %	Hangar 24 Barrel Roll No. 04 : Hammerhead - Bourbon Barrel Aged with Chai Tea Hangar 24 Craft Brewery Barley Wine 13.90 %	0
199	Road Rash Red Tandem Brewing Company American Amber / Red Ale 6.00 %	Kettle House Bourbon Barrel Road Rash Imperial Red Ale Kettle House Brewing Company American Strong Ale 13 %	0
200	Willoughby American Amber Ale Willoughby Brewing American Amber / Red Ale 4.90 %	Maldita Old Continent American Amber Ale Faustino Microcervejeira Amber Ale 6 %	0
201	Old Guardian Barley Wine Ale - Bourbon Barrel Aged Stone Brewing Co. . American Barleywine 11.20 %	Revolution Barrel Aged Institutionalized Barley Wine Revolution Brewing Company Barley Wine 13 %	0
202	Red Headed Slut Amber Ale Twisted K-8 Brewing Company American Amber / Red Ale 6.50 %	Trailhead Red Amber Ale Trailhead Brewing Co. . Amber Ale -	0
203	Red Hopper ( Imperial Red Ale ) Black Acre Brewing Co. . American Amber / Red Ale 6.20 %	Worthy Eruption Imperial Red Ale Worthy Brewing Company American Strong Ale 8 %	0
204	Ro Shampo Imperial Red Ale Figure 8 Brewing American Amber / Red Ale 7.50 %	Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged Ballast Point Brewing Company American Strong Ale 10 %	0
205	BJ s Imperial Red Ale BJ s Restaurant & Brewhouse American Amber / Red Ale 9.00 %	Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged Fulton Beer Company American Strong Ale 8.50 %	0
206	Three Beavers Imperial Red Ale Howe Sound Inn & Brewing Company American Amber / Red Ale 7.50 %	Mission Carrack Imperial Red Ale Mission Brewery American Strong Ale 10.20 %	0
207	Kniksen India Red Ale 7 Fjell Bryggeri American Amber / Red Ale 6.80 %	Good People Stepchild Belgian India Red Ale Good People Brewing Company India Pale Ale &#40; IPA &#41; 7.80 %	0
208	Pioneer American Red Ale Pioneer Beer Company American Amber / Red Ale 5.70 %	Fat Bottom Ruby Red American Ale Fat Bottom Brewery Amber Ale 4.60 %	0
209	Clifford The Big Red Ale Books & Brews American Amber / Red Ale 6.80 %	Big Choice Disconnected Red Ale Big Choice Brewing Amber Ale 6.70 %	0
210	Boohai Red Ale Crazy Mountain Brewing Company American Amber / Red Ale 6.00 %	Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41; Crazy Mountain Brewing Company Amber Ale 6 %	1
211	Barrel Aged Chessie Union Craft Brewing Company American Barleywine 9.80 %	Union Craft Chessie Barleywine Barrel Aged Union Craft Brewing Company Barley Wine 9.80 %	1
212	Trail Ridge Red Grand Lake Brewing Company American Amber / Red Ale 7.50 %	Estes Park Trail Ridge Red Estes Park Brewery Bitter 4.50 %	1
213	Brewmaster s Reserve Imperial Red Ale BJ s Chicago Pizza & Brewery Inc. . American Amber / Red Ale 9.20 %	Renegade Scarlett Letter Imperial Red Ale Renegade Brewing Company American Strong Ale 8.50 %	0
214	Red Dragon Imperial Red Ale Dead Frog Brewing American Amber / Red Ale 8.00 %	Proof Abandoned Planet Imperial Red Ale Proof Brewing Company Amber Ale 7.50 %	0
215	3 Sisters American Red Ale Wild Ride Brewing Co. . American Amber / Red Ale 6.00 %	Radiant Pig Gangster Duck American Red Ale Radiant Pig Beer Company Amber Ale 6.20 %	0
216	Alaskan Imperial Red Ale ( Pilot Series ) Alaskan Brewing Co. . American Amber / Red Ale 8.50 %	Swamp Head Sciaenhops Imperial Red Ale Swamp Head Brewery American Strong Ale 8.30 %	0
217	Summer Session Ale Elk Creek Cafe + Aleworks American Amber / Red Ale 4.20 %	Aqula Summer Session Ale Aqula English Pale Ale 4.50 %	1
218	Stupiphany Imperial Red Ale Rusty Truck Brewing Company / Roadhouse 101 American Amber / Red Ale 8.00 %	AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale AleSmith Brewing Company American Strong Ale 8.50 %	0
219	Jurassic Duck Amber Ale ( dry Hopped With Mosaic ) The Dodging Duck Brewhaus American Amber / Red Ale -	Nighthawk 16-Hour Dry Hopped Amber Nighthawk Brewery Amber Ale 6.70 %	0
220	Photobomb Imperial Red Ale Crooked Ladder Brewing Company American Amber / Red Ale 8.50 %	Howe Sound Three Beavers Imperial Red Ale Howe Sound Brewing American Strong Ale 7.50 %	0
221	OConnor s Irish Red Ale Wormtown Brewery American Amber / Red Ale 5.00 %	Loose Shoe SlÃ ¡ inte Irish Red Ale Loose Shoe Brewing Company Irish Ale 5.50 %	0
222	Winter Seasonal Amber Ale Dead Frog Brewing American Amber / Red Ale 5.00 %	Brewsters Winter WARMer Amber Ale Brewsters Brewing Co. - Alberta Amber Ale 6 %	0
223	Hawaii Nui Sunset Amber Ale Hawaii Nui Brewing / Mehana Brewing Company American Amber / Red Ale 5.45 %	Grand Canyon Sunset Amber Ale Grand Canyon Brewing Company Amber Ale 5 %	0
224	Street Cred India Rye Red Ale Roaring Fork Beer Company American Amber / Red Ale 7.20 %	Good People Stepchild Belgian India Red Ale Good People Brewing Company India Pale Ale &#40; IPA &#41; 7.80 %	0
225	Double Mongrel Imperial India Red Ale Aspetuck Brew Lab American Amber / Red Ale 9.00 %	Spring House Atomic Raygun Imperial Red Ale Spring House Brewing Company American Strong Ale 8.30 %	0
226	Red Shedman s Imperial Amber Ale 57 Brew Pub & Bistro American Amber / Red Ale 7.60 %	Kinetic Infrared Imperial Red Ale Kinetic Brewing Company American Strong Ale 9.30 %	0
227	Eruption Imperial Red Ale Worthy Brewing Co. . American Amber / Red Ale 8.00 %	De Koninck TSTBRW 01 Imperial Red Ale Brouwerij De Koninck &#40; Duvel-Moortgat &#41; American Strong Ale 7.80 %	0
228	Copperhead Amber Ale Yalobusha Brewing Company American Amber / Red Ale 5.65 %	Yalobusha Copperhead Amber Ale Yalobusha Brewing Company Amber Ale 5.60 %	1
229	Dark Horse Amber Ale Dark Horse Brewing Company American Amber / Red Ale 5.50 %	Dark Horse Amber Ale Dark Horse Brewing Company Amber Ale 5.50 %	1
230	Starlord s Mixtape / Groot Drank Imperial Red Ale Charging Hippo Brewing Co. . American Amber / Red Ale 8.20 %	Iron Horse Fresh Hop Imperial Red Ale Iron Horse Brewery American Strong Ale -	0
231	Red Emperor Amber Ale Fish Rock Brewery American Amber / Red Ale 4.50 %	Fox and Hound Red Fox Amber Ale Anheuser-Busch InBev Amber Ale 5.10 %	0
232	Double Mongrel Imperial India Red Ale Aspetuck Brew Lab American Amber / Red Ale 9.00 %	Boxing Cat Firecracker Imperial Red Ale Boxing Cat Brewery Amber Ale 6.60 %	0
233	Strada S. Felice Grado Plato American Amber / Red Ale 8.00 %	Grado Plato Strada S. Felice Birrificio Grado Plato Spice/Herb/Vegetable 8 %	1
234	Morrisons American Red Ale Titanic Brewery American Amber / Red Ale 4.50 %	Americas American Red Ale Americas Brewpub Amber Ale -	0
235	Arsenal Imperial Red Ale Great River Brewery American Amber / Red Ale 9.00 %	Kern River Dirty Hippie Imperial Red Ale Kern River Brewing American Strong Ale 8 %	0
236	Sea Spray Amber Ale Bowen Island Brewing Co. Ltd. . American Amber / Red Ale 5.00 %	Swashbuckler Red Sea Amber Ale Swashbuckler Brewing Company Amber Ale -	0
237	Alaskan Imperial Red Ale ( Pilot Series ) Alaskan Brewing Co. . American Amber / Red Ale 8.50 %	BottleTree Imperial Red Ale Thomas Creek Brewery American Strong Ale 7.50 %	0
238	Double Dread Imperial Red Ale Mad River Brewing Company American Amber / Red Ale 8.60 %	Ballast Point Tongue Buckler Imperial Red Ale Ballast Point Brewing Company American Strong Ale 10 %	0
239	Big V Amber Ale FreeWheel Brewing Company American Amber / Red Ale 4.00 %	Heinzelmannchen Big Amber Gnome Ale Heinzelmannchen Brewery Amber Ale 8 %	0
240	Big Horn Buttface Amber Ale C.B. & Potts American Amber / Red Ale -	Big Texan Texas Red Amber Ale Big Texan Brewery Amber Ale 4.50 %	0
241	Smuttynose Kindest Find Imperial Red Ale Smuttynose Brewing Company American Amber / Red Ale 8.50 %	Kettle House Bourbon Barrel Road Rash Imperial Red Ale Kettle House Brewing Company American Strong Ale 13 %	0
242	Beer Of The Dragon Beachwood BBQ & Brewing American Amber / Red Ale 9.10 %	Anderson Valley Barrel Aged Horn of the Beer Barley Wine Anderson Valley Brewing Company Barley Wine 8.60 %	0
243	Barrel Aged Series : Barley Wine Parallel 49 Brewing Company American Barleywine 11.80 %	Hangar 24 Barrel Roll No. 04 : Hammerhead - Barrel Aged Barley Wine Hangar 24 Craft Brewery Barley Wine 11.20 %	0
244	Isle Of Pines Barley Wine Flying Goose Brew Pub & Grille American Barleywine 11.00 %	Anderson Valley Barrel Aged Horn of the Beer Barley Wine Anderson Valley Brewing Company Barley Wine 8.60 %	0
245	Noggin Floggin ( Bourbon Barrel Aged ) Hopworks Urban Brewery American Barleywine 9.60 %	MadTree Bourbon Barrel Aged Happy Amber MadTree Brewing Company Amber Ale 6 %	0
246	Mermaid s Red Ale - Bourbon Oak Aged Coronado Brewing Company American Amber / Red Ale -	Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged Cigar City Brewing Irish Ale 5 %	0
247	Imperial Red Ale Epic Brewing Company American Amber / Red Ale 7.70 %	ShuBrew Heart and Sole Imperial Red Ale ShuBrew American Strong Ale 6.80 %	0
248	Frog Island Amber Ale Frog Island Brewing Company American Amber / Red Ale 6.00 %	Heavy Seas Desert Island Series American Honey Amber Ale Heavy Seas Brewing Company Amber Ale 4.90 %	0
249	Olde Richmond Batch No. 9 Red Ale Olde Richmond Beer Company American Amber / Red Ale -	Engine House No. 9 Rowdy Dick Amber Ale Engine House No. 9 Restaurant and Brewery Amber Ale 5.30 %	0
250	West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ) West Sixth Brewing Company American Amber / Red Ale 13.00 %	Ballast Point Tongue Buckler Imperial Red Ale Ballast Point Brewing Company American Strong Ale 10 %	0
251	Double Dragon Imperial Red Ale Phillips Brewing Company American Amber / Red Ale 8.20 %	Wildcard Double Down Imperial Red Ale Wildcard Brewing Company American Strong Ale 7.50 %	0
252	Barrel Aged Imperial Red Ale Boone Valley Brewing American Amber / Red Ale 9.99 %	Laurelwood Organic Deranger Imperial Red Ale Laurelwood Public House & Brewery American Strong Ale 8.60 %	0
253	Ruby River Ruby Red Ale Ruby River Steakhouse & Brewery American Amber / Red Ale 4.00 %	Pine Creek River Valley Red Ale Big Rock Brewery Amber Ale 5 %	0
254	Buffalo Trace Bourbon Barrel Aged Amber Ale Wolf Hills Brewing Company American Amber / Red Ale -	Barrel Trolley Amber Ale Genesee Brewing Company &#40; North American Breweries &#41; Amber Ale -	0
255	Bourbon Barrel Aged Auld Bitch Tahoe Mountain Brewing Co. . American Barleywine 11.00 %	Lompoc Bourbon Barrel Aged Proletariat Red Ale Lompoc Brewing Amber Ale 6.40 %	0
256	Unite Red Rye Ale The Pike Brewing Company American Amber / Red Ale 4.60 %	Pike Unite Red Rye Ale Pike Brewing Company Amber Ale 4.60 %	1
257	Red Dirt Imperial Red Ale Wiley Roots Brewing Co American Amber / Red Ale 8.20 %	Laguna Beach Grateful Red Imperial Red Ale Laguna Beach Brewing American Strong Ale 11 %	0
258	Lagunitas Imperial Red Ale Lagunitas Brewing Company American Amber / Red Ale 7.80 %	Pizza Port Rhino Chaser Imperial Red Ale Pizza Port &#40; Ocean Beach &#41; American Strong Ale 9.50 %	0
259	Brewmaster s Reserve Imperial Red Ale BJ s Chicago Pizza & Brewery Inc. . American Amber / Red Ale 9.20 %	Rusty Truck Stupiphany Imperial Red Ale Rusty Truck Brewing / Roadhouse 101 American Strong Ale 8 %	0
260	Rhino Chaser Imperial Red Ale Pizza Port Solana Beach American Amber / Red Ale 9.50 %	Lagunitas Imperial Red Ale Lagunitas Brewing Company &#40; Heineken &#41; American Strong Ale 7.80 %	0
261	Batch 200 _  Olympus Mons Imperial Red Ale Due South Brewing Co. . American Amber / Red Ale 9.20 %	Edge Imperial Red Ale &#40; Spring Seasonal &#41; Edge Brewing Company American Strong Ale 8.50 %	0
262	Red Dirt Imperial Red Ale Wiley Roots Brewing Co American Amber / Red Ale 8.20 %	Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged Ballast Point Brewing Company American Strong Ale 10 %	0
263	Fresh Hop Red Liquid Mechanics Brewing Co. . American Amber / Red Ale 7.40 %	Ice Harbor Double Red Ale - Fresh Hop Ice Harbor Brewing Company Amber Ale 7 %	0
264	Big V Amber Ale FreeWheel Brewing Company American Amber / Red Ale 4.00 %	Big Axe Maple Wheat Amber Ale Big Axe Brewery and B & B Amber Ale 5 %	0
265	Red Rose Amber Ale Baird Brewing Company / Fishmarket Taproom American Amber / Red Ale 5.40 %	Swashbuckler Red Sea Amber Ale Swashbuckler Brewing Company Amber Ale -	0
266	Hop Around Imperial Red Ale Big Bay Brewing Co. . American Amber / Red Ale 9.00 %	Wynwood Fox Imperial Red Ale Wynwood Brewing Company American Strong Ale 7.70 %	0
267	Bourbon Barrel Aged Panama Red Ale Flossmoor Station Restaurant & Brewery American Amber / Red Ale 7.00 %	AleSmith Old Numbskull - Bourbon Barrel Aged AleSmith Brewing Company Barley Wine 11 %	0
