id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
1326,0,registry mechanic by encore software,encore software,46.52,encore software 11253 brain food games : cranium collection 2006 sb cs by encore,,17.97
1327,0,more brain games,csdc,9.99,hoyle card games,,9.95
1328,0,punch ! professional home design suite,punch ! software,69.99,punch software professional home design platinum version 10,,99.99
1329,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
1330,0,microsoft office small business 2007 full version,microsoft,449.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95
1331,0,sibelius 4 educational edition,sibelius-software-ltd .,329.0,microspot macdraft pe personal edition,,85.99
1332,0,instant immersion spanish 2.0,topics entertainment,29.99,topics entertainment 80542 instant immersion french 2.0 781735805428,,18.2
1333,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft powerpoint mac 2004 version upgrade,,89.99
1334,0,microsoft office small business 2007 full version,microsoft,449.95,mcafee total protection 2007 for small business adv. w/1yr gold maintenance 5 -,,215.5
1335,1,ulead videostudio 11,corel,89.99,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software,,89.95
1336,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft windows vista business upgrade license 1 pc english,,168.99
1337,0,warlords 3 ( jewel case ),red-orb-entertainment,,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
1338,0,hospital tycoon for pc,warner-new-media,29.99,roller coaster tycoon 3 for pc,,29.99
1339,0,microsoft office & windows training,topics entertainment,29.99,microsoft ( r ) office standard 2007,,399.99
1340,0,quickbooks premier professional services edition 2007,intuit,399.95,quickbooks ( r ) pro 2007,,179.99
1341,0,microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft,1849.0,microsoft ( r ) project standard 2007,,599.95
1342,0,quickbooks customer manager 2.5,intuit,79.95,quickbooks ( r ),,103.99
1343,1,gmp data rescue license 24300 ),global-marketing-partners,349.0,prosoft engineering data rescue universal license,global-marketing-partners,236.34
1344,1,steinberg halion symphonic orchestra virtual instrument ( academic version ),steinberg,374.99,steinberg software halion symphonic orchestra educational edition,,545.51
1345,0,cubase se3 educational edition,steinberg,,steinberg software halion symphonic orchestra educational edition,,545.51
1346,0,symc backup exec sbs std 11d win small business server standard,symantec,811.21,symantec backup exec 11d for windows servers agent for lotus domino server complete package,,772.14
1347,0,3d home architect landscape v. 8 by encore software,encore software,39.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
1348,0,kids power fun for little ones,topics entertainment,19.99,kids power fun for kids,,15.9
1349,0,norton internet security 2008 10 user,symantec,199.99,f-secure internet security 2007 3 pcs ( global marketing partners ),global-marketing-partners,63.35
1350,0,family tree maker 11.2 collector s edition,encore,109.95,encore inc family tree maker 2008 platinum,,85.07
1351,0,instant immersion spanish ( audio book ),topics entertainment,,topics entertainment instant immersion japanese crash course,,6.56
1352,0,student home learning system for pc/mac,fogware publishing,139.99,math learning system 2007,,15.95
1353,0,quickbooks premier and wholesale edition 2007,intuit,399.95,intuit quickbooks pro 2007 for mac,,185.99
1354,0,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95,sony vegas movie studio 7 + dvd platinum edition academic,,92.99
1355,0,zonealarm internet security suite,zone labs,49.99,pc-cillin ( tm ) internet security 2007,,49.99
1356,0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,cabprenaen150 ca business protection suite for microsoft small business server premium edition,,666.65
1357,0,mavis beacon typing 17 deluxe by broderbund,encore software,39.99,encore software 10076 mavis beacon typing 17 standardby broderbund,,17.97
1358,0,family tree maker version 16 deluxe,encore,69.95,family tree maker 11 collector s edition,,34.9
1359,0,instant immersion spanish audio deluxe,topics entertainment,39.95,instant immersion spanish deluxe 2.0 topics,,39.99
1360,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
1361,0,world of warcraft 60 day pre-paid time card,blizzard entertainment,29.99,world of warcraft burning crusade,,39.99
1362,0,norton antivirus mac 10.0 ( mac ),symantec,69.95,symantec norton anti-virus 10 mac 5 user pack,,189.99
1363,1,adobe premiere pro cs3,adobe,799.0,adobe premiere pro cs3 video editing software for windows professional editing software,,798.95
1364,0,emc retrospect 7.5 professional for windows upgrade,dantz,,avid liquid 7.0 professional video editing software for windows professional editing software,,439.95
1365,0,microsoft office & windows training,topics entertainment,29.99,microsoft 164-04052,microsoft,90.24
1366,0,backyard soccer ( mls edition ),humongous sports,,backyard skateboarding,,7.95
1367,0,adobe acrobat capture 3.0 22101258 ),adobe,299.99,adobe 22101251dg glp acrobat capture v3 win cd set,,20.13
1368,0,adobe after effects 7.0 professional ( mac ),adobe,999.0,adobe cs3 flash professional,,724.99
1369,0,adobe premiere pro cs3 upgrade,adobe,299.0,adobe production premium cs3 software suite for mac av production software,,1698.95
1370,0,rayman 10th anniversary collection,ubi soft,19.99,ultimate puzzle collection,,9.95
1371,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3,,415.99
1372,0,quickbooks pro 2007 for mac ( mac ),intuit,199.95,intuit inc quickbooks premier edition 2007 5 user,,1309.31
1373,0,bias deck le 3.5 macintosh cd,bias,99.0,bias deck 3.5 software music production software,,299.0
1374,0,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,microsoft mappoint 2006 with gps locator ( pc ),,349.99
1375,0,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,adobe photoshop elements 4.0 mac academic,adobe-education-box,69.99
1376,0,ultimate puzzle games,valusoft,19.99,ultimate fonts,,19.99
1377,0,punch ! professional home design suite,punch ! software,69.99,punch software 17100 punch ! super home suite,punch software,45.99
1378,0,onone essentials for adobe photoshop elements,onone software,59.95,adobe photoshop cs3 extended for mac upgrade,,329.99
1379,0,instant immersion spanish ( audio book ),topics entertainment,,instant immersion 33 languages,topics entertainment,43.99
1380,0,microsoft office 2004 professional ( mac ),microsoft,499.99,resume maker professional 12,,17.95
1381,0,microsoft oem 3pk xp home edition sp2 n09-01624 ),microsoft corporation,,microsoft virtual pc 7.0 windows xp home,,205.99
1382,1,emedia piano and keyboard method volume 1,emedia,59.99,emedia music corp emedia piano & keyboard method,,49.21
1383,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 for mac,,619.99
1384,0,steinberg cubase studio 4,steinberg,499.99,steinberg cubase studio 4 software educational discount music production software,,179.95
1385,0,microsoft onenote 2007,microsoft,99.95,microsoft w87-02380 office sbe 2007 win32,,400.34
1386,0,sims 2 seasons expansion pack,aspyr media,34.99,sims 2 season expansion pack,,37.99
1387,0,adobe photoshop cs3 extended,adobe,999.0,adobe cs3 web premium,,1659.99
1388,0,punch ! professional home design,punch ! software,89.99,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
1389,0,the printshop 20,broderbund,29.99,the printshop v22 deluxe,,29.9
1390,1,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software master landscape professional & home design v 10.0,,69.99
1391,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
1392,0,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83,word mac 2004 upgrade microsoft d48-00488,,97.36
1393,0,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,microsoft word 2004,,209.99
1394,1,3d home architect home v. 8 by encore software,encore software,39.99,3d home architect home v. 8by encore software,,33.92
1395,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,eesk1017 emc insignia eroom smb edition v. 7.3 complete package 10 users cd -,,950.92
1396,0,the sims 2 : open for business expansion pack,aspyr media,34.99,destineer inc age of empires iii : the warchiefs expansion pack,,26.14
1397,1,rollercoaster tycoon 3 ( mac ),aspyr media,49.99,aspyr roller coaster tycoon 3 mac os x,,45.99
1398,0,printmaster 17 platinum by encore software,encore software,39.99,encore software 13791 super granny 3,,17.97
1399,0,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,apple ilife 06 family pack software av production software,,99.0
1400,0,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0
1401,0,adobe indesign cs3 [ mac ],adobe,699.0,adobe cs3 master collection,,2499.99
1402,0,microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft,1849.0,sql server std 2005 5-clt x64 microsoft 228-04013,,1471.93
1403,0,adobe after effects cs3,adobe,999.0,15510669dm adobe after effects cs3 professional v. 8 media tlp tlp nonprofit d,,18.88
1404,0,omnioutliner professional 3.0,csdc,69.95,diskeeper 2007 professional,,46.95
1405,0,marine aquarium 2.5 virtual undersea paradise win/mac,encore software,19.99,encore marine aquarium 2.0,,19.99
1406,1,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0,adobe acrobat v8 .0 professional for mac upgrade,,145.99
1407,0,punch ! master landscape & home design,punch ! software,99.99,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
1408,0,sibelius 4 educational edition,sibelius-software-ltd .,329.0,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
1409,0,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,,computrace lojack for laptops 3 yr subscription,,89.99
1410,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97
1411,0,the printshop 20 professional publisher,broderbund,69.99,the print shop ( r ) 22,,29.99
1412,1,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99,encore software 10991 pc tools spyware doctor 2007 sbcs by pc tools,,25.97
1413,0,cisco security server agent for windows and solaris license 100 agents win solaris csa-b100-srvr-k9 ),cisco-systems-enterprise,,cisco csa-b250-dtop-k9 cisco security desktop agent win + sol 250 agent bundle cisco security desktop agent license 250 agents 0746320832500,,10267.54
1414,0,professional home design suite platinum,punch ! software,99.95,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99
1415,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft money 2007 home and business ( pc ),,89.99
1416,0,professor fuji s sudoku ( jewel case ),encore software,9.99,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59
1417,1,webroot spysweeper antispyware 3 user,webroot software,39.99,webroot software 65210 spy sweeper 3 pc,webroot software,31.99
1418,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,studio ultimate version 11,,129.1
1419,0,microsoft office small business 2007,microsoft software,735.33,microsoft windows vista business upgrade license 1 pc english,,168.99
1420,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft ( r ) expression web 1.0,,299.95
1421,0,quickbooks premier nonprofit edition 2007,intuit,399.95,quickbooks ( r ),,103.99
1422,1,instant immersion ingles audio deluxe,topics entertainment,,topics entertainment instant immersion ingles audio deluxe,,17.55
1423,0,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46,microsoft ( r ) money 2007 premium,,69.99
1424,0,quickbooks credit card processing kit 3.0,intuit,39.95,quickbooks ( r ),,103.99
1425,0,sibelius 5 educational edition,sibelius-software-ltd .,329.0,steinberg software cubase se 3.0 educational edition,,145.73
1426,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe cs3 web standard upgrade,,413.99
1427,1,civilization iv dvd-rom ( mac ),aspyr media,49.99,civilization iv mac os x aspyr,,45.99
1428,0,adobe audition 2.0 upgrade,adobe,129.0,adobe audition 2.0 audio production software music production software,,348.95
1429,1,quicken 2007 basic,intuit,29.95,intuit quicken basic 2007 software for windows tax & finance software,,29.95
1430,0,x-oom movie clone 3 gold,x-oom,,x-oom internet movies 2,,22.9
1431,0,microsoft office small business 2007,microsoft software,735.33,microsoft microsoft office 2004 software suite mac education apple & mac software,,148.95
1432,0,print explosion deluxe 3.0 ( mac ),nova development,49.99,print explosion deluxe 3.0 : mac,,49.99
1433,1,bryce 6,re : launch,109.95,re : launch bryce 6,,94.94
1434,0,punch ! professional home design suite,punch ! software,69.99,punch software 25100 punch ! master landscape and home design,punch software,45.99
1435,0,apple ilife 06 family pack ( mac dvd ) [ older version ],apple computer,99.0,ma166z/a ilife 06 complete package 1 user dvd mac,,72.74
1436,0,ae outlook 2007 win32,microsoft corp,,outlook 2007 edu microsoft 543-03865,,50.13
1437,0,professional home design suite platinum,punch ! software,99.95,punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp,,84.97
1438,0,instant immersion language lab deluxe edition,topics entertainment,,instant immers german dlux 2.0,,36.11
1439,0,adobe flash pro cs3 [ mac ],adobe,699.0,adobe illustrator cs3 for mac academic,adobe-education-box,199.99
1440,0,punch ! professional home design suite,punch ! software,69.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
1441,0,adventure workshop 1st-3rd grade 8th edition,encore,19.99,encore software 12411 encore adventure workshop preschool-1st grade 8th edition educational pc,,17.97
1442,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft ( r ) money 2007 deluxe,,49.99
1443,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe cs3 design premium upgrade,,619.99
1444,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,total training for adobe creative suite 3 design premium,,279.95
1445,0,registry mechanic by encore software,encore software,46.52,encore software 13781 westward,,17.97
1446,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office 2004 software suite oem mac apple & mac software,,239.95
1447,0,cadopia 6 standard edition by cadopia,global marketing partners,295.0,goldmine ( r ) standard edition 6.7,,199.99
1448,0,sonicwall global vpn client license 01-ssc-5310 ),sonic systems inc. .,,procurve vpn client software unlimited client licenses,,2598.96
1449,0,windows vista business spanish full version [ dvd ],microsoft,329.95,microsoft windows vista business upgrade license 1 pc english,,168.99
1450,1,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe photoshop cs3 for mac upgrade,,189.99
1451,0,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
1452,0,mcafee internet security suite 2007 3 users,mcafee,89.99,mcafee inc total protection 2007 3-user,,92.51
1453,0,microsoft works suite 2006,microsoft,99.0,microsoft excel 2007 ( pc ),,229.95
1454,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe premiere elements 3.0,,89.99
1455,1,punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
1456,0,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,sony creative software sound forge audio studio v. 8.0 complete product,,46.47
1457,0,omnioutliner professional 3.0,csdc,69.95,adobe cs3 flash professional academic,,239.99
1458,0,recam remote monitoring software,mobi-technologies-inc .,129.0,software,,736.95
1459,0,instant immersion french 2.0,topics entertainment,29.99,instant immersion translator deluxe 2.0,,22.9
1460,0,ca internet security suite 2007 3 user,computer associates,69.95,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,,29.02
1461,0,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
1462,0,acrobat professional 8 ( windows ),adobe,273.0,microsoft office and windows training professional,,29.99
1463,0,peachtree by sage complete accounting 2007,sage software,269.99,peachtree software vernfp2008rt sage peachtree premium accounting 2008 for nonprofits financial management pc,,540.97
1464,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) office word 2004 for mac full version,,231.29
1465,0,winway resume deluxe 11.0 network 10,nova development,,resume writer deluxe,,12.9
1466,0,scholastic brain play : pre-kindergarten 1st grade,topics entertainment,19.99,brain play 1st-3rd grade,,17.9
1467,0,geometry ( win/mac ) ( jewel case ),fogware publishing,9.99,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59
1468,0,microsoft office excel 2007,microsoft,229.95,microsoft money 2007 premium ( pc ),,79.99
1469,1,readiris pro 11 corporate edition,iris inc.,399.99,readiris pro 11 corporate edition for pc,,349.99
1470,0,acrobat professional 8 ( windows ),adobe,273.0,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
1471,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
1472,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
1473,0,airline tycoon deluxe,topware interactive,19.99,mymaillist deluxe,,49.99
1474,0,apple xsan ( mac ),apple,,apple mac os x 10.4.6 tiger,,119.99
1475,0,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,topics entertainment instant immersion hawaiian audio,,12.05
1476,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,bias deck 3.5 le digital audio recording software music production software,,69.95
1477,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0
1478,0,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,topics entertainment instant immersion german 2.0,,17.55
1479,0,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95,sony vegas movie studio + dvd v8 platinum edition video editing software professional editing software,,129.95
1480,0,adobe flash pro cs3 [ mac ],adobe,699.0,adobe premiere pro cs3 video editing software for mac av production software,,798.95
1481,1,punch ! master landscape & home design,punch ! software,59.99,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
1482,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft virtual pc 7.0 windows xp home,,205.99
1483,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsoft windows vista business 32-bit oem,,149.99
1484,0,blues clues preschool,humongous entertainment,,reader rabbit preschool,the-learning-company,17.9
1485,0,adobe production studio premium,adobe,1699.0,production prem cs3 mac upgrad,adobe software,805.99
1486,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,microsoft windows xp home edition sp2 retail box,,199.99
1487,0,hallmark card studio 2006,sierra home,29.99,hallmark card studio 2004,,29.97
1488,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe cs3 web premium,,1659.99
1489,0,professor teaches windows xp,individual software,19.99,individual software jce-wn5 professor teaches windows j/c,individual software,9.99
1490,0,punch ! home design architectura series 18,punch ! software,129.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
1491,0,studyworks ! teaching pro : middle school math & science ( win/mac ),global-software-publishing,29.99,middle school life science classification & ecology ( pc/mac ) fogware,,9.99
1492,0,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,instant immersion spanish deluxe 2.0 topics,,39.99
1493,0,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects cs3 professional software for mac effects software,,998.95
1494,0,steinberg sequel ( pc or mac ) music creation & performance software,steinberg,129.0,steinberg studio case 2 music production system educational discount music production software,,164.95
1495,0,microsoft office excel 2007,microsoft,229.95,microsoft ( r ) money 2007 premium,,69.99
1496,0,mavis beacon teaches typing deluxe 16,broderbund,39.99,mavis beacon teaches typing v17 deluxe pc/mac,,29.9
1497,0,quicken 2007 premier,intuit,79.95,quickbooks pro 2007 win,,192.26
1498,1,caillou magical adventures,brighter-minds-media-inc .,19.99,caillou magical adventures by brighter minds,brighter-minds-media-inc .,19.99
1499,0,microsoft onenote 2007,microsoft,99.95,microsoft office 2004 standard,,369.99
1500,0,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software inc 50210 spy sweeper w/antivirus family edition ( mass merchant ) win 2000 xp,,41.97
1501,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,,205.99
1502,0,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,bablbr1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,,842.73
1503,0,more brain games,csdc,9.99,brain games : solitaire,,19.99
1504,0,marine aquarium & goldfish screen saver by encore software,encore software,,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher,,19.97
1505,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,sony vegas 6 video editing software professional editing software,sony-pictures-digital-entertainment,99.0
1506,0,punch ! 5 in 1 home design,punch ! software,39.99,instant home design 1 ( jc ),,12.9
1507,0,3d home architect landscape v. 8 by encore software,encore software,39.99,punch software 85100 master landscape professional & home design v 10.0,,61.8
1508,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft academic microsoft visio 2003 professional,,159.0
1509,0,microsoft office small business 2007,microsoft software,735.33,palo alto software business plan pro 2007,palo-alto-software,88.83
1510,0,total 3d home & landscape design suite version 9,individual software,39.99,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
1511,0,adobe production studio premium,adobe,1699.0,adobe production premium cs3 software suite for mac av production software,,1698.95
1512,0,instant immersion french 2.0,topics entertainment,29.99,topics entertainment instant immersion italian 2.0,,17.55
1513,0,microsoft outlook 2007,microsoft,109.95,microsoft word 2004,,209.99
1514,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft academic microsoft visio 2003 professional,,159.0
1515,0,burning monkey solitaire 4.0,freeverse software,24.95,freeverse burning monkey solitaire 3d,,24.99
1516,0,apple logic pro 7.2 upgrade,apple,299.0,adobe premiere pro cs3 upgrade,,308.99
1517,0,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,peachtree software vernfpm2008rt sage peachtree premium accounting 2008 for nonprofits multiple user financial management pc - free shipping,,1075.97
1518,0,diskeeper 2007 pro premier 5-lic pack,diskeeper corporation,736.66,quicken ( r ) premier 2007,,79.99
1519,1,microspot macdraft professional ( mac ),microspot ltd.,349.99,microspot macdraft professional edition,,249.99
1520,0,crystal reports xi professional edition,business objects,495.0,zipmagic personal edition,,8.95
1521,0,resumemaker professional 12.0,individual software,29.99,adobe cs3 flash professional upgrade,,205.99
1522,0,ringtone media studio 2,laplink,19.95,media studio for psp standard editon ( 800060 ),,47.99
1523,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft ( r ) word 2007,,109.99
1524,0,vcomm system suite professional 7,avanquest,49.95,orgchart professional 1.3,,39.95
1525,0,adobe creative suite cs3 master collection upsell,adobe,1999.0,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96
1526,0,adobe after effects professional 7.0,adobe,999.0,adobe cs3 flash professional upgrade,,205.99
1527,0,adobe creative suite cs3 design standard upgrade,adobe,399.0,adobe cs3 web standard upsell,,819.99
1528,0,home design architect series 3000 v10 .0,punch ! software,149.95,encore inc 3d home architect landscape designer v 8.0,,25.49
1529,0,adobe dreamweaver cs3 upgrade,adobe,199.0,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799.0
1530,0,quickbooks premier professional services edition 2007,intuit,399.95,quickbooks ( r ) premier 2003,,499.99
1531,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,98741h mobile phonetools v. 4.0 complete package 1 user cd win,,18.59
1532,0,crystal reports xi professional edition,business objects,495.0,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
1533,0,instant immersion hawaiian audio,topics entertainment,,instant immersion spanish deluxe 2.0 topics,,39.99
1534,0,3d home architect landscape v. 8 by encore software,encore software,39.99,punch software 17100 punch ! super home suite v. 3.0 complete product architectural 1 user complete productcomplete productstandard english pc,,45.97
1535,1,apple remote desktop 2.2 10 client ( old version ),apple,299.0,apple software m9953z/a remote desktop 2.2 10 client,apple software,294.99
1536,0,pc tools spyware doctor 2007,encore,29.95,encore software 10991 pc tools spyware doctor 2007 sbcs by pc tools,,25.97
1537,1,quickbooks pro 2007 small business financial software,intuit,199.95,intuit quickbooks pro 2007 software for windows tax & finance software,,179.95
1538,0,sony acid music studio,sony-pictures-digital-entertainment,69.99,sony media software sound forge audio studio 8 software music production software,sony-pictures-digital-entertainment,69.95
1539,0,total training for adobe creative suite 3 : design premium bundle,total training,299.99,adobe creative suite 3 design standard complete package 1 user academic windows,,369.0
1540,0,i copy dvds 2 professional edition,me-too-software,69.99,diskeeper 2007 professional,,46.95
1541,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe production premium cs3 software suite for windows professional editing software,,1698.95
1542,0,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop lightroom,,264.99
1543,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft ( r ) access 2007,,109.99
1544,1,singleclick network now ! pro,encore software,39.99,encore software 10392 network now ! pro ( win 98 me 2000 xp ),,34.97
1545,1,true crime streets of la ( mac ),aspyr media,19.99,aspyr media inc true crime : streets of la,,19.07
1546,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,windows vista business sp microsoft 66j-00063,,272.38
1547,1,h & r block taxcut 2006 premium federal + state + efile,h & r block,59.99,h & r block taxcut premium federal and state with e-file efile software mac/win tax & finance software,,54.95
1548,0,instant immersion italian platinum,topics entertainment,129.99,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),,31.06
1549,0,intervideo windvd 8 gold,intervideo,49.99,corel intervideo windvd 8 platinum software for windows authoring software,,69.95
1550,1,intervideo dvd copy 5 platinum,corel,49.99,corel intervideo dvd copy 5 platinum software for windows authoring software,,49.95
1551,0,apple iwork 06 family pack ( mac dvd ) [ older version ],apple,99.0,iwork 06 ( mac ) apple,,79.99
1552,0,apple logic pro 7.2 upgrade,apple,299.0,apple/emagic logic express 7.2 software music production software,,299.0
1553,0,avid liquid vs 7 software,avid technology,888.75,onone software smartscale software,,189.99
1554,0,adobe creative suite cs3 production premium upsell,adobe,1199.0,19300109 adobe creative suite 3 design standard product upgrade package 1 user upgr,,424.74
1555,0,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,adobe indesign cs3 for mac academic,,192.99
1556,0,mobileinventory additional mobile license,wasp technologies,,22798 vsi-fax license 8 additional ports linux unix win,,5189.82
1557,0,quickbooks simple start 2007,intuit,99.95,quickbooks ( r ),,178.99
1558,0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,adobe production premium cs3 software suite for windows professional editing software,,1698.95
1559,0,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97
1560,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe dreamweaver cs3 upgrade windows,,236.74
1561,0,punch ! home design architectura series 18,punch ! software,129.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
1562,0,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],symantec,99.95,norton internet security ( v3 .0 ) mac symantec 10069614-in,,83.43
1563,0,neuratron photoscore professional 4,sibelius-software-ltd .,199.99,adobe acrobat professional 7,,350.0
1564,0,home design architect series 3000 v10 .0,punch ! software,149.95,punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97
1565,0,instant immersion 33 languages,topics entertainment,49.99,instant immers japanese dlx 2 .,,36.11
1566,0,3d home architect home v. 8 by encore software,encore software,39.99,encore software 13921 3d home architect home design deluxe version 9,,25.97
1567,0,ares rising,interplay,69.95,ares rising,,29.95
1568,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft office basic edition 2003 license and media,,124.95
1569,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft office visio standard 2007 upgrade ( pc ),,129.95
1570,0,clip art and more 250 000 ( jewel case ),imsi design,,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
1571,0,sportsman s double play,masque,,masque publishing sportsmans double play,,17.55
