,id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
448,448,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,snt-040 ntracker complete package 1 user win,,26.59
449,449,0,the print shop 22 deluxe,encore,49.99,the printshop 20,,19.9
450,450,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,10759458 symantec backup exec 11d for windows small business server premium w / continuo,,520.31
451,451,1,sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,,madison media software ssda3000 sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,370.97
452,452,1,punch ! home design architectural series 18,punch ! software,129.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
453,453,0,3d home architect home v. 8 by encore software,encore software,39.99,encore software 10393 network now ! pro by encore,,33.97
454,454,0,microsoft works suite 2006,microsoft,99.0,microsoft ( r ) project standard 2007,,349.95
455,455,0,adobe illustrator cs3 [ mac ],adobe,599.0,adobe cs3 web premium,,1659.99
456,456,0,adobe creative suite cs3 master collection upsell,adobe,1999.0,adobe cs3 production premium,,1749.99
457,457,0,hallmark card studio 2006,sierra home,29.99,sierrahome hse hallmark card studio special edition win 98 me 2000 xp,sierrahome,19.26
458,458,1,cakewalk sonar 6 producer ed,cakewalk,799.0,cakewalk sonar 6 producers edition software music production software,,459.95
459,459,0,quicken 2007 premier,intuit,79.95,quicken ( r ) premier 2007,,79.99
460,460,0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe audition 2.0 audio production software music production software,,348.95
461,461,0,adobe after effects cs3 upgrade,adobe,299.0,adobe cs3 master collection academic,,939.99
462,462,0,microsoft office small business 2007,microsoft software,735.33,microsoft ( r ) windows vista ( tm ) business,,199.99
463,463,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista business ( pc ),,299.99
464,464,0,quickbooks premier edition 2007 5 user multi-pack,intuit,1499.95,quicken 2007 premier win cd,intuit,73.99
465,465,0,intuit quicken home inventory manager windows,intuit,34.95,quicken ( r ) rental property manager 2.0,,99.99
466,466,0,instant immersion spanish audio deluxe,topics entertainment,39.95,instant immers french dlx 2,,27.57
467,467,0,listen for ipod magnetic time,sos-aggregation-company,39.99,sos aggregation company iaudioize magnetic time,,31.53
468,468,0,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,413.99
469,469,0,adobe soundbooth cs3 [ mac ],adobe,199.0,adobe photoshop cs3 for mac,,609.99
470,470,0,project x project management software,marware,199.95,now software nuw45e1k now up-to-date & contact complete product content management 1 user ( s ) complete product standard pc,,107.97
471,471,0,jumpstart advanced preschool v2 .0,knowledge adventure,19.99,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99
472,472,0,quickbooks premier non-profit edition 2005,intuit inc.,499.95,quickbooks ( r ),,199.99
473,473,0,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,microsoft ( r ) works suite 2006,,99.99
474,474,0,instant immersion japanese deluxe 2.0,topics entertainment,39.99,photo explosion deluxe ( r ) 2.0,,49.99
475,475,0,adobe creative suite cs3 design standard upgrade,adobe,399.0,adobe photoshop cs3 for mac upgrade,,189.99
476,476,0,refviz v2 mac single user,isi researchsoft,299.95,mindjet inc. mm7m mindjet mindmanager 7 mac single user w/wmedia,,112.97
477,477,0,kaspersky anti-virus 6.0,kaspersky lab,59.95,01-ssc-7544 sonicwall email anti-virus kaspersky and sonicwall time zero subscription lice,,9712.66
478,478,0,microsoft office small business 2007,microsoft software,735.33,microsoft onenote 2007 ( pc ),,99.95
479,479,0,instant immersion 33 languages,topics entertainment,49.99,topics entertainment instant immersion german 2.0,,17.55
480,480,0,adobe production studio premium,adobe,1699.0,adobe cs3 design premium upsell,,1639.99
481,481,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe production premium cs3 software suite for mac av production software,,1698.95
482,482,0,resumemaker professional 12.0,individual software,29.99,resumemaker ( r ) professional ultimate,,39.99
483,483,0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe cs3 design premium upgrade,,619.99
484,484,1,everquest : titanium,sony-creative-software,19.95,sony online entertainment inc 41032 everquest : titanium win 2000 xp,sony-creative-software,23.09
485,485,0,zero-g pro pack for garageband ( appleloops ),zero-g,169.95,apple garageband jam pack : rhythm section,,95.99
486,486,0,century software tinyterm plus v. 4.0 complete product,century software,,laplink software pafglle104000p0rtpen laplink everywhere v. 4.0 retail edition remote management complete product remote management complete product pc,,39.97
487,487,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,zipmagic personal edition,,8.95
488,488,0,quickbooks pro 2007 small business financial software,intuit,199.95,intuit quickbooks pro 2007 for mac,,185.99
489,489,0,procurve vpn client software unlimited client licenses,hewlett packard,,d-link vpn client software ( 5-user license ) ds-605 ds-605,,173.99
490,490,0,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,,adventure workshop 1st-3rd grade . 8th edition ( pc ) encore,,19.95
491,491,0,land before time : preschool,brighter-minds-media-inc .,9.99,brighter minds land before time : kindergarten,brighter-minds-media-inc .,9.99
492,492,0,peachtree by sage premium accounting 2007,sage software,499.99,peachtree ( r ) premium accounting 2007,,499.99
493,493,0,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe cs3 after effects upgrade,,306.99
494,494,0,mcafee internet security suite 2007 3 users,mcafee,89.99,pc-cillin internet security 2007 3-user ( win me 2000 xp ),,49.95
495,495,0,instant immersion 33 languages,topics entertainment,49.99,instant immersion language lab deluxe edition,,14.9
496,496,0,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,cakewalk sonar home studio 6 software music production software,,99.0
497,497,0,microsoft office small business 2007,microsoft software,735.33,microsoft windows vista business full version,,249.95
498,498,0,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,individual software professor teaches windows xp,,19.99
499,499,0,transfer my dvd,avanquest,29.95,transfer my dvd ( 6601 ),,28.75
500,500,0,peachtree by sage premium accounting 2007,sage software,499.99,sage ( ptree ) premium accounting for manufacturing 2007 multi-user,,1180.37
501,501,1,sportsman s double play,masque publishing,19.95,masque publishing sportsmans double play,,17.55
502,502,0,systemsuite 8 professional,individual software,49.99,iolo system mechanic 7 professional ( pc ),,69.99
503,503,0,3d bridge deluxe ( mac ),freeverse software,24.99,freeverse software 4012 3d bridge deluxe ( retail box ) for mac,freeverse software,18.99
504,504,0,microsoft data analyzer 2002,microsoft,179.0,word mac 2004 microsoft d48-00487,,157.18
505,505,0,hoyle casino ( 2007 ),encore,19.99,hoyle card games,,9.95
506,506,0,internet cleanup 3.0,aladdin systems,29.99,mcafee internet security 7.0,,69.99
507,507,0,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere pro 2.0 software professional editing software,,848.95
508,508,0,adobe premiere elements 3.0,adobe,99.99,adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0,,139.51
509,509,0,adobe flash pro cs3 [ mac ],adobe,699.0,adobe cs3 web premium upgrade,,517.99
510,510,0,reader rabbit kindergarten version 1.1,the learning company,9.99,reader rabbit learn to read with phonics ! preschool & kindergarten,,12.95
511,511,0,micromat techtool protege with firewire device,micromat,,micromat tech tool pro 4.5,,82.99
512,512,0,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,the print shop ( r ) 22,,29.99
513,513,0,jumpstart world 2nd grade,knowledge adventure,19.99,jumpstart kindergarten ( jc ),,9.9
514,514,0,sims 2 pets expansion pack,aspyr media,34.99,the sims : hot date expansion pack,,19.87
515,515,0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft ( r ) windows vista ( tm ) home premium,,239.99
516,516,1,3mds network operations manager diy annual subscptn 101 500u,3m,,3mds network operations managerdiy annual subscptn 101 500u,,144.63
517,517,0,punch ! professional home design,punch ! software,89.99,punch software 85100 master landscape professional & home design v 10.0,,61.8
518,518,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,windows sbs premium 2003 r2 upgrade cd/dvd 5clt microsoft t75-01256,,531.25
519,519,0,3d home architect home v. 8 by encore software,encore software,39.99,marine aquarium & goldfishscreen saver by encore software,,18.27
520,520,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe dreamweaver cs3 complete package 1 user academic cd mac,,189.0
521,521,0,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,adobe after effects professional 7 software for windows effects software,,999.0
522,522,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97
523,523,0,i copy dvds 2 professional edition,me-too-software,69.99,resume maker professional 12,,17.95
524,524,1,chicken hunter wanted jc,encore,9.99,encore software 10760 chicken hunter wanted win 98 me 2000 xp,,7.69
525,525,0,mavis beacon typing 17 ( win/mac ),encore software,19.99,mavis beacon teaches typing v17 deluxe pc/mac,,29.9
526,526,0,instant immersion japanese 2.0,topics entertainment,19.99,instant immers french dlx 2,,27.57
527,527,0,treasure mountain ! ( jewel case ) ages 5-9 for win/mac,riverdeep,9.99,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
528,528,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,microsoft ( r ) windows vista ( tm ) home premium,,239.99
529,529,0,microsoft asp net web matrix,microsoft,30.0,beginning web matrix starter kit-microsoft microsoft press 0-7356-1856-9,,10.25
530,530,0,sonicwall global vpn client license 01-ssc-5310 ),sonic systems inc. .,,rfipsc2-1 ipsec vpn client license 1 user,,57.2
531,531,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft office 2004 std upgrade,,219.99
532,532,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96
533,533,0,steinberg cubase 4 digital audio software,steinberg,999.99,steinberg wavelab studio 6 audio editing software competitive crossgrade music production software,,199.95
534,534,0,microsoft office small business 2007,microsoft software,735.33,microsoft windows vista business ( pc ),,299.99
535,535,0,hoyle card games 2007,encore software,19.99,hoyle ( r ) card games 2007,,19.99
536,536,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft windows vista ultimate upgrade,,239.95
537,537,0,adobe photoshop cs3 extended,adobe,999.0,adobe photoshop cs3 extended for mac,,935.99
538,538,0,punch ! professional home design,punch ! software,89.99,punch software 85100 punch!master landscape pro v10 and home design,,59.97
539,539,0,resumemaker professional 12.0,individual software,29.99,individual software prm-r12 resumemaker professional 12.0,individual software,29.99
540,540,0,adobe premiere pro cs3,adobe,799.0,adobe production premium cs3 software suite for mac av production software,,1698.95
541,541,0,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft word 2004,,209.99
542,542,0,adobe creative suite cs3 production premium,adobe,1699.0,production prem cs3 mac upgrad,,808.15
543,543,0,scholastic brain play : pre-kindergarten 1st grade,topics entertainment,19.99,brain play preschool-1st grade,,17.9
544,544,1,logic express 7,apple computer,299.0,apple/emagic logic express 7.2 software music production software,,299.0
545,545,0,peachtree by sage complete accounting 2007,sage software,269.99,sage software peachtree pro accounting 2007 software for windows tax & finance software,,159.95
546,546,1,student home learning system for pc/mac,fogware publishing,139.99,student home learning system,,109.99
547,547,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft windows xp pro oem sp2 no open box returns,,149.99
548,548,0,wild photo effects ( jewel case ),on-hand-software,9.99,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
549,549,0,corel dvd moviefactory 6.0 plus,corel,79.99,corel ulead dvd moviefactory 6 software for windows authoring software,,49.95
550,550,0,quicken 2007 deluxe,intuit,59.95,photoshow deluxe,,39.92
551,551,0,the guild 2 pirates of the seas,dreamcatcher interactive,29.99,imagination international corp pirates of the carribean,,21.26
552,552,0,punch 5 in 1 home design,punch ! software,39.99,punch software professional home design platinum version 10,,99.99
553,553,0,i copy dvds 2 professional edition,me-too-software,69.99,sony vegas 6 video editing software professional editing software,sony-pictures-digital-entertainment,99.0
554,554,1,micromat techtool protege with firewire device,micromat,,micromat techtool protege utility with 1gb firewire flash drive,,219.99
555,555,1,instant immersion italian platinum,topics entertainment,129.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99
556,556,0,punch 5 in 1 home design,punch ! software,39.99,punch software 10603 concepts 3d cad design,,247.97
557,557,0,drive genius by prosoft engineering inc,global-marketing-partners,129.0,prosoft engineering data rescue universal license,global-marketing-partners,236.34
558,558,0,adobe cs3 design standard macosx dvd,adobe,399.0,adobe cs3 design standard upgrade windows,,413.99
559,559,0,total 3d home & landscape design suite version 9,individual software,39.99,punch software 85100 punch!master landscape pro v10 and home design,,59.97
560,560,0,apple . mac 4.0 online service,apple,99.95,apple shake 4.1 mac os x,,499.99
561,561,0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe illustrator cs3 upgrade for mac,,206.99
562,562,0,adobe dreamweaver cs3 [ mac ],adobe,399.0,adobe cs3 master collection academic,,939.99
563,563,0,sony sound forge 9 boxed upgrade,sony media,232.05,sound forge audio studio 9,,66.89
564,564,0,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,249.95,microsoft windows xp professional edition ( upgrade ),,199.99
565,565,0,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 production premium upgrade,,822.99
566,566,0,mighty math number heroes,edmark,29.95,mighty math number heroes,,9.95
567,567,0,spy sweeper w/antivirus family edition,webroot software,49.95,spy sweeper ( small box ),,22.99
568,568,1,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,apple mac os x 10.4.6 tiger family pack,,185.99
569,569,1,ae mappoint 2006 cd,microsoft corp,49.95,microsoft b21-00806 ae mappoint 2006 cd,,50.39
570,570,0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799.0
571,571,0,microsoft mappoint 2006 standard edition,microsoft,299.0,b21-00800 microsoft mappoint 2006 complete package 1 pc cd win english,,288.48
572,572,0,instant immersion japanese deluxe 2.0,topics entertainment,39.99,instant immersion japanese ( audio book ) ( audio book ),,19.95
573,573,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsoft windows xp professional edition ( upgrade ),,199.99
574,574,0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
575,575,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,298881 quickbooks customer manager v. 2.5 complete package 1 user cd win,,69.38
576,576,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft windows vista business full version,,249.95
577,577,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0
578,578,0,microsoft office small business 2007,microsoft software,735.33,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,,9654.16
579,579,0,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 web premium upsell,,1434.99
580,580,0,microsoft windows server 2003 client additional license for devices 5 pack,microsoft,209.0,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
581,581,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,emc insignia retrospect workgroup 6 upgrade,,162.99
582,582,0,system care professional,avanquest,49.95,adobe premiere pro 2.0 software professional editing software,,848.95
583,583,0,microsoft onenote 2007,microsoft,99.95,microsoft ( r ) project 2002,,329.99
584,584,0,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,apple shake 4.1 mac os x,,499.99
585,585,0,piano wizard premier software & stickers & midi cable,re : launch,149.95,intuit quicken premier 2007 software for windows tax & finance software,,73.95
586,586,0,diskeeper 2007 pro premier 10-lic pack,diskeeper corporation,1372.21,quicken 2007 premier win cd,intuit,73.99
587,587,0,quickbooks premier professional services edition 2007,intuit,399.95,269-10040 microsoft office professional edition 2003 service pack v. 2 media vol,,23.53
588,588,0,apple xsan ( mac ),apple,,apple appleworks 6.2.9 ( mac ),,79.99
589,589,0,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,instant immersion language lab deluxe edition,,14.9
590,590,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft windows vista ultimate upgrade,,239.95
591,591,0,quickbooks point-of-sale basic 6.0,intuit,799.95,quickbooks simple start 2007 intuit,,99.99
592,592,0,adobe contribute cs3 [ mac ],adobe,149.0,adobe indesign cs3 for mac,,725.99
593,593,0,adobe after effects cs3,adobe,999.0,adobe contribute cs3,,155.99
594,594,0,microsoft office & windows training,topics entertainment,29.99,microsoft office 2004 standard,,369.99
595,595,0,spy sweeper spanish,webroot software,29.95,webroot ( r ) spy sweeper ( tm ) 2006,,29.99
596,596,0,mcafee internet security suite 2007 3 users,mcafee,89.99,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,,64.97
597,597,0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
598,598,0,photo explosion deluxe 3.0,nova development,49.99,photostudio ( r ) expressions 2.0,,29.99
599,599,0,symc backup exec sbs prm 11d win small business server,symantec,885.83,e17887d symantec backup exec for netware servers remote agent for windows or netware ser,,197.65
600,600,0,3d home architect home design deluxe version 9,encore,29.99,avery ( r ) designpro ( tm ) deluxe version 5.0,,39.99
601,601,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,adobe pagemaker 7.0 for mac version upgrade,,79.99
602,602,0,adobe production studio premium,adobe,1699.0,allume anime studio pro,,179.99
603,603,1,marketcircle daylite v3 .0 ( mac ),csdc,149.0,marketcircle daylite 3 customer relationship management crm,,125.99
604,604,0,adobe production studio premium,adobe,1699.0,adobe premiere pro cs3,,825.99
605,605,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
606,606,0,computrace lojack for laptops 4 year subscription,absolute software,119.99,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97
607,607,1,quicken 2007 deluxe,intuit,59.95,intuit quicken deluxe 2007 software for windows tax & finance software,,54.95
608,608,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe cs3 web standard upsell,,819.99
609,609,0,microsoft windows server 2003 client additional license for devices 5 pack,microsoft,209.0,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,6594.2
610,610,0,emc retrospect 7.5 professional for windows upgrade,dantz,,adobe acrobat 7.0 professional ( education version ) for windows,,154.99
611,611,0,3d home architect landscape v. 8 by encore software,encore software,39.99,encore software 13911 3d home architect home & landscape deluxe suite version 9,,33.97
612,612,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft office visio standard 2007 ( pc ),,249.95
613,613,0,quickbooks premier professional services edition 2007,intuit,399.95,resume maker professional 12,,17.95
614,614,0,punch ! professional home design,punch ! software,89.99,web easy ( r ) professional 6,,49.99
615,615,0,spy sweeper [ lb ],webroot software,29.99,spy sweeper ( small box ),,22.99
616,616,0,punch ! 5 in 1 home design,punch ! software,39.99,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28
617,617,0,the print shop 22 sb cs by the print shop,encore software,,encore software 11941 the print shop zoom,,17.97
618,618,0,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,cakewalk sonar 5 studio edition music production software,,229.95
619,619,0,quickbooks simple start 2007,intuit,99.95,quickbooks ( r ),,103.99
620,620,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,microsoft office basic edition 2003 license and media,,124.95
621,621,0,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,,cd28-esk9 = cisco ios enterprise services complete package cd,,1001.38
622,622,0,quickbooks pro 2007 for mac ( mac ),intuit,199.95,quickbooks ( r ) pro 2003,,299.77
623,623,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10444 elementary school advantage 2007 sb cs by encore,,25.97
624,624,0,punch ! professional home design,punch ! software,89.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
625,625,1,jumpstart 4th-6th grade v 2.0 b43,knowledge adventure,19.99,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43,,16.93
626,626,0,instant immersion italian platinum,topics entertainment,129.99,instant immersion translator deluxe 2.0,,22.9
627,627,0,let s make stickers,global software publishing,19.95,let s make stickers,,8.95
628,628,0,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,cabprenaen150 ca business protection suite for microsoft small business server premium edition,,666.65
629,629,0,quickbooks premier edition 2007 5 user multi-pack,intuit,1499.95,quickbooks pro 2007 3 user,intuit,398.99
630,630,0,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],adobe,149.99,adobe photoshop lightroom,,264.99
631,631,0,custom landdesigner 3d design 7.0,sierra on-line,,encore inc 3d home architect landscape designer v 8.0,,25.49
632,632,0,instant immersion ingles audio deluxe,topics entertainment,,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,23.61
633,633,0,microsoft licenses win svr 2003 ext conn lic ( r3900292 ),microsoft licenses,3371.85,microsoft onenote 2007 ( pc ),,99.95
634,634,0,family tree maker 2008 platinum,encore,99.95,sat act & psat 2007 platinum,,29.85
635,635,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe premiere pro cs3 upgrade,,308.99
636,636,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,sr2116010 safenet softremote vpn client license 5 users win,,184.57
637,637,0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe premiere pro cs3,,825.99
638,638,0,family tree maker version 16 deluxe,encore,69.95,encore inc family tree maker v 16 essentials,,25.75
639,639,0,adobe creative suite cs3 design standard upgrade,adobe,399.0,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97
640,640,0,logic express 7.2 upgrade from logic express 6,apple-computer - ( direct ),99.0,apple final cut studio 2 upgrade from final cut studio,,499.99
641,641,0,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe cs3 design premium,,1865.99
642,642,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,123-00001 microsoft visual studio 2005 team test load agent complete package 1 process,,4792.85
643,643,0,symc backup exec sbs aws 11d win sbs agent for windows systems,symantec,447.74,e17887d symantec backup exec for netware servers remote agent for windows or netware ser,,197.65
644,644,0,neuratron photoscore professional 4,sibelius-software-ltd .,199.99,the sky 6 professional edition astronomy software,,189.95
645,645,0,adobe illustrator cs3 [ mac ],adobe,599.0,adobe indesign cs3 for mac academic,,192.99
646,646,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft onenote 2007 upgrade ( pc ),,79.95
647,647,0,adobe flash pro cs3 [ mac ],adobe,699.0,adobe cs3 production premium upsell,,1234.99
648,648,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95
649,649,0,professional home design suite platinum,punch ! software,99.95,instant home design 3.0,,15.9
650,650,1,photoshop elements 4 mac retail eng 1u ( 19230169 ),adobe,145.39,adobe photoshop elements 4.0 mac,,79.99
651,651,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,premiere pro cs3 mac upgrade,,320.25
652,652,0,jumpstart advanced 2nd grade v2 .0,knowledge adventure,19.99,jumpstart advanced 1st grade knowledge adventure,,19.99
653,653,1,roxio easy media creator 9,roxio,99.95,roxio easy media creator 9 suite software for windows authoring software,,98.95
654,654,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) works suite 2005,,99.99
655,655,0,onone essentials for adobe photoshop elements version 2 full,onone software,59.95,adobe photoshop cs3 extended for mac,,935.99
656,656,0,h & r block taxcut 2006 premium federal + state + efile,h & r block,59.99,h & r block taxcut home and business with state and e-file efile software for windows tax & finance software,,73.95
657,657,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft office 2004 standard,,369.99
658,658,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe premiere pro cs3 upgrade,,308.99
659,659,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe dreamweaver cs3 upgrade windows,,236.74
660,660,0,apple final cut studio 2 upgrade from final cut studio ( mac ),apple,499.0,apple appleworks 6.2.9 ( mac ),,79.99
661,661,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft windows vista business full version,,249.95
662,662,0,sims 2 university expansion pack,aspyr media,34.99,the sims expansion collection vol 1,,8.72
663,663,0,instant immersion spanish ( audio book ),topics entertainment,,topics entertainment instant immersion hawaiian audio,,12.05
664,664,0,varmint hunter ( jewel case ),encore,9.99,merriam-webster s dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
665,665,0,apple final cut studio 2 upgrade from final cut studio ( mac ),apple,499.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
666,666,0,instant immersion italian platinum,topics entertainment,129.99,topics entertainment instant immersion german audio,,12.05
667,667,0,iris readiris pro 11.0 ( mac ),i.r.i.s.,129.95,iris inc readiris pro 11 corporate edition,,430.58
668,668,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft ( r ) access 2007,,109.99
669,669,1,middle school success essentials,topics entertainment,29.99,topics entertainment middle school success essentials,,17.55
670,670,0,3d home architect landscape v. 8 by encore software,encore software,39.99,punch software 25100 punch ! master landscape and home design,punch software,45.99
671,671,0,ringtone media studio 2,laplink,19.95,ringtone media studio 2.0 ( bil,,14.99
672,672,1,civilization iv warlords ( mac ),aspyr media,29.99,civilization iv warlords expansion for mac,,29.99
673,673,0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microsoft office and windows training professional,,29.99
674,674,0,tournament poker 2005,eagle games,20.99,tournament poker no limit texas holdem,,19.99
675,675,0,phonics success deluxe 2006 ( large box ),topics entertainment,49.99,elementary school success deluxe 2006,,15.9
676,676,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,m009a-l00-4 .0 scansoft pdf create ! v. 4.0 complete package 1 user cd win engli,,43.21
677,677,1,anime studio 5 win 98/me 2000/xp mac os 10.4 & up,aladdin systems,49.99,allume anime studio 5,,44.99
678,678,0,cakewalk sonar home studio 6,cakewalk,139.0,cakewalk sonar 5 producer edition music production software,,379.95
679,679,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft b21-00806 ae mappoint 2006 cd,,50.39
680,680,0,adobe creative suite cs3 design standard upgrade,adobe,399.0,adobe contribute cs3 upgrade,,82.99
681,681,0,mavis beacon teaches typing 17 standard,encore software,19.99,encore software 10072 mavis beacon typing 17 deluxe by broderbund,,33.97
682,682,0,microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows vista business ( pc ),,299.99
683,683,1,tlc dr. seuss reading learning system 2008,encore,19.99,dr. seuss reading learning system 2008 encore,,19.95
684,684,0,professor teaches windows xp,individual software,19.99,individual software prm-xw3 professor teaches excel & word,individual software,24.99
685,685,0,steinberg nuendo 3 digital audio software,steinberg,2499.0,steinberg cubase studio 4 software competitive crossgrade music production software,,199.99
686,686,0,microsoft windows vista business full version [ dvd ],microsoft,299.95,t74-00004 microsoft windows small business server 2003 license 20 additional user cals,,1834.4
687,687,0,elementary school advantage 2007,encore software,29.99,encore software 12361 encore elementary advantage 2008 training/wbt pc,,33.97
688,688,1,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,adobe cs3 design standard,,1243.99
689,689,0,microsoft office excel 2007,microsoft,229.95,microsoft academic microsoft office project 2003 professional,,176.99
690,690,0,nortel contivity stateful firewall license standard 1 switch,nortel,,dm0016009 contivity stateful firewall license 1 switch english,,371.5
