title,authors,venue,year,id
paradise : a database system for gis applications,corporate the paradise team,international conference on management of data,1995,417
a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",acm transactions on database systems ( tods ),2002,418
efficiently instantiating view-objects from remote relational databases,"byung suk lee , gio wiederhold",the vldb journal -- the international journal on very large data bases,1994,419
lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"witold litwin , thomas schwarz",international conference on management of data,2000,420
xcache : a semantic caching system for xml queries,"li chen , elke a. rundensteiner , song wang",international conference on management of data,2002,421
a template model for multidimensional inter-transactional association rules,"ling feng , jeffrey xu yu , hongjun lu , jiawei han",the vldb journal -- the international journal on very large data bases,2002,422
a query language and optimization techniques for unstructured data,"peter buneman , susan davidson , gerd hillebrand , dan suciu",international conference on management of data,1996,423
processing complex aggregate queries over data streams,"alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi",international conference on management of data,2002,424
schema mapping as query discovery,"ren &#233; e j. miller , laura m. haas , mauricio a. hern &#225; ndez",very large data bases,2000,425
wrapper generation for semi-structured internet sources,"naveen ashish , craig a. knoblock",acm sigmod record,1997,426
structural matching and discovery in document databases,"jason tsong-li wang , dennis shasha , george j. s. chang , liam relihan , kaizhong zhang , girish patel",international conference on management of data,1997,427
query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",the vldb journal -- the international journal on very large data bases,2002,428
report on the 5th international workshop on the design and management of data warehouses ( dmdw  03 ),"hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",acm sigmod record,2003,429
a logical view of structured files,"serge abiteboul , sophie cluet , tova milo",the vldb journal -- the international journal on very large data bases,1998,430
monitoring business processes through event correlation based on dependency model,"asaf adii , david botzer , opher etzion , tali yatzkar-haham",international conference on management of data,2001,431
a predicate-based caching scheme for client-server database architectures,"arthur m. keller , julie basu",the vldb journal -- the international journal on very large data bases,1996,432
data modelling in the large,martin bertram,acm sigmod record,1994,433
efficient resumption of interrupted warehouse loads,"wilburt juan labio , janet l. wiener , hector garcia-molina , vlad gorelik",international conference on management of data,2000,434
update propagation protocols for replicated databates,"yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshadri , avi silberschatz",international conference on management of data,1999,435
wrapping web data into xml,"wei han , david buttler , calton pu",acm sigmod record,2001,436
distributed file organization with scalable cost/performance,"radek vingralek , yuri breitbart , gerhard weikum",international conference on management of data,1994,437
promises and realities of active database systems,"eric simon , angelika kotz dittrich",very large data bases,1995,438
an efficient bitmap encoding scheme for selection queries,"chee-yong chan , yannis e. ioannidis",international conference on management of data,1999,439
inferring structure in semistructured data,"svetlozer nestorov , serge abiteboul , rajeev motwani",acm sigmod record,1997,440
containment of conjunctive queries : beyond relations as sets,"yannis e. ioannidis , raghu ramakrishnan",acm transactions on database systems ( tods ),1995,441
on computing correlated aggregates over continual data streams,"johannes gehrke , flip korn , divesh srivastava",international conference on management of data,2001,442
gloss : text-source discovery over the internet,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",acm transactions on database systems ( tods ),1999,443
view management in multimedia databases,"k. sel &#231; uk candan , eric lemar , v. s. subrahmanian",the vldb journal -- the international journal on very large data bases,2000,444
effective memory use in a media server,"edward y. chang , hector garcia-molina",very large data bases,1997,445
information systems research at george mason university,"sushil jajodia , daniel barbar &#225; , alex brodsky , larry kerschberg , ami motro , edgar sibley , x. sean wang",acm sigmod record,1997,446
hierarchies and relative operators in the olap environment,"elaheh pourabbas , maurizio rafanelli",acm sigmod record,2000,447
focused crawling using context graphs,"michelangelo diligenti , frans coetzee , steve lawrence , c. lee giles , marco gori",very large data bases,2000,448
the medusa project : autonomous data management in a shared-nothing parallel database machine,"g. m. bryan , w. e. moore , b. j. curry , k. w. lodge , j. geyer",international conference on management of data,1994,449
managing intervals efficiently in object-relational databases,"hans-peter kriegel , marco p &#246; tke , thomas seidl",very large data bases,2000,450
the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , jack lukaszuk , craig swietlik",acm sigmod record,2002,451
independence is good : dependency-based histogram synopses for high-dimensional data,"amol deshpande , minos garofalakis , rajeev rastogi",international conference on management of data,2001,452
vqbd : exploring semistructured data,"sudarshan s. chawathe , thomas baby , jihwang yoo",international conference on management of data,2001,453
progressive evaluation of nested aggregate queries,"kian-lee tan , cheng hian goh , beng chin ooi",the vldb journal -- the international journal on very large data bases,2000,454
information rules,dale a. stirling,acm sigmod record,2003,455
introduction to constraint databases,bart kuijpers,acm sigmod record,2002,456
guest editor s introduction,karl aberer,acm sigmod record,2003,457
querying multiple bioinformatics information sources : can semantic web research help ?,"david buttler , matthew coleman , terence critchlow , renato fileto , wei han , calton pu , daniel rocco , li xiong",acm sigmod record,2002,458
metadata for mixed-media access,"francine chen , marti hearst , julian kupiec , jan pedersen , lynn wilcox",acm sigmod record,1994,459
the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,460
a framework for semantic gossiping,"karl aberer , philippe cudr &#233; - mauroux , manfred hauswirth",acm sigmod record,2002,461
on the cost of monitoring and reorganization of object bases for clustering,"carsten a. gerlhof , alfons kemper , guido moerkotte",acm sigmod record,1996,462
answering complex sql queries using automatic summary tables,"markos zaharioudakis , roberta cochrane , george lapis , hamid pirahesh , monica urata",international conference on management of data,2000,463
power efficient data gathering and aggregation in wireless sensor networks,"h &#252; seyin &#214; zg &#252; r tan , ibrahim k &#246; rpeo &#487; lu",acm sigmod record,2003,464
challenges for global information systems,"alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",very large data bases,1994,465
a survey of logical models for olap databases,"panos vassiliadis , timos sellis",acm sigmod record,1999,466
fast algorithms for mining association rules in large databases,"rakesh agrawal , ramakrishnan srikant",very large data bases,1994,467
from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity,stuart e. madnick,very large data bases,1995,468
infomaster : an information integration system,"michael r. genesereth , arthur m. keller , oliver m. duschka",international conference on management of data,1997,469
standards,andrew eisenberg,acm sigmod record,2001,470
optimizing database architecture for the new bottleneck : memory access,"stefan manegold , peter a. boncz , martin l. kersten",the vldb journal -- the international journal on very large data bases,2000,471
efendi : federated database system of cadlab,"e. radeke , r. b &#246; ttger , b. burkert , y. engel , g. kachel , s. kolmschlag , d. nolte",international conference on management of data,1995,472
generating spatiotemporal datasets on the www,"yannis theodoridis , mario a. nascimento",acm sigmod record,2000,473
"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",acm sigmod record,1998,474
integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",international conference on management of data,1999,475
dyda : data warehouse maintenance in fully concurrent environments,"jun chen , xin zhang , songting chen , andreas koeller , elke a. rundensteiner",international conference on management of data,2001,476
the samos active dbms prototype,"stella gatziu , andreas geppert , klaus r. dittrich",international conference on management of data,1995,477
holistic twig joins : optimal xml pattern matching,"nicolas bruno , nick koudas , divesh srivastava",international conference on management of data,2002,478
quasi-cubes : exploiting approximations in multidimensional databases,"daniel barbar &#225; , mark sullivan",acm sigmod record,1997,479
declustering databases on heterogeneous disk systems,"ling tony chen , doron rotem , sidhar seshadri",very large data bases,1995,480
the microsoft database research group,"david lomet , roger barga , surajit chaudhuri , paul larson , vivek narasayya",acm sigmod record,1998,481
capturing and querying multiple aspects of semistructured data,"curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen",very large data bases,1999,482
databases and visualization,daniel a. keim,international conference on management of data,1996,483
efficient materialization and use of views in data warehouses,"m &#225; rcio farias de souza , marcus costa sampaio",acm sigmod record,1999,484
the reach active oodbms,"a. p. buchmann , a. deutsch , j. zimmermann , m. higa",international conference on management of data,1995,485
index nesting - an efficient approach to indexing in object-oriented databases,"beng chin ooi , jiawei han , hongjun lu , kian lee tan",the vldb journal -- the international journal on very large data bases,1996,486
the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin  ichi satoh",international conference on management of data,1997,487
optimizing object queries using an effective calculus,"leonidas fegaras , david maier",acm transactions on database systems ( tods ),2000,488
building knowledge base management systems,"john mylopoulos , vinay chaudhri , dimitris plexousakis , adel shrufi , thodoros topologlou",the vldb journal -- the international journal on very large data bases,1996,489
a case for dynamic view management,"yannis kotidis , nick roussopoulos",acm transactions on database systems ( tods ),2001,490
approximate query mapping : accounting for translation closeness,"kevin chen-chuan chang , h &#233; ctor garc &#237; a-molina",the vldb journal -- the international journal on very large data bases,2001,491
report on the vldb workshop on technologies for e-services ( tes ),"fabio casati , umesh dayal , ming-chien shan",acm sigmod record,2000,492
"50,000 users on an oracle8 universal server database","tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee",international conference on management of data,1998,493
query unnesting in object-oriented databases,leonidas fegaras,international conference on management of data,1998,494
a characterization of the sensitivity of query optimization to storage access cost parameters,"frederick r. reiss , tapas kanungo",international conference on management of data,2003,495
evaluating probabilistic queries over imprecise data,"reynold cheng , dmitri v. kalashnikov , sunil prabhakar",international conference on management of data,2003,496
cost-based selection of path expression processing algorithms in object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",very large data bases,1996,497
deeds towards a distributed and active real-time database system,"s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",acm sigmod record,1996,498
integration of data mining with database technology,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",very large data bases,2000,499
data compression support in databases,"balakrishna r. iyer , david wilhite",very large data bases,1994,500
"world wide database-integrating the web , corba and databases","athman bouguettaya , boualem benatallah , lily hendra , james beard , kevin smith , mourad quzzani",international conference on management of data,1999,501
answering queries using views : a survey,alon y. halevy,the vldb journal -- the international journal on very large data bases,2001,502
schemasql - a language for interoperability in relational multi-database systems,"laks v. s. lakshmanan , fereidoon sadri , iyer n. subramanian",very large data bases,1996,503
parallel query scheduling and optimization with time - and space-shared resources,"minos n. garofalakis , yannis e. ioannidis",very large data bases,1997,504
report on the 5th international workshop on knowledge representation meets databases ( krdb  98 ),"alex borgida , vinay k. chaudhri , martin staudt",acm sigmod record,1998,505
research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,506
vxmlr : a visual xml-relational database system,"aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",very large data bases,2001,507
the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997,508
materialized view selection and maintenance using multi-query optimization,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",international conference on management of data,2001,509
rate-based query optimization for streaming information sources,"stratis d. viglas , jeffrey f. naughton",international conference on management of data,2002,510
report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,acm sigmod record,2002,511
databases for gis,"claudia bauzer medeiros , fatima pires",acm sigmod record,1994,512
"et tu , xml ? the downfall of the relational empire ( abstract )",philip wadler,very large data bases,2001,513
a conceptual architecture for semantic web enabled web services,"christoph bussler , dieter fensel , alexander maedche",acm sigmod record,2002,514
griddb : a relational interface for the grid,"david t. liu , michael j. franklin , devesh parekh",international conference on management of data,2003,515
query optimization for selections using bitmaps,ming-chuan wu,international conference on management of data,1999,516
querying shapes of histories,"rakesh agrawal , giuseppe psaila , edward l. wimmers , mohamed za &#239; t",very large data bases,1995,517
dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",very large data bases,1997,518
a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"roger weber , hans-j &#246; rg schek , stephen blott",very large data bases,1998,519
the intrinsic problems of structural heterogeneity and an approach to their solution,"theo h &#228; rder , g &#252; nter sauter , joachim thomas",the vldb journal -- the international journal on very large data bases,1999,520
"agents , trust , and information access on the semantic web","tim finin , anupam joshi",acm sigmod record,2002,521
"opportunities at arpa , nsf , and elsewhere",xiaolei qian,acm sigmod record,1995,522
data management issues in electronic commerce,m. tamer &#214; zsu,international conference on management of data,1999,523
quality-driven integration of heterogenous information systems,"felix naumann , ulf leser , johann christoph freytag",very large data bases,1999,524
business data management for business-to-business electronic commerce,"christoph quix , mareike schoop , manfred jeusfeld",acm sigmod record,2002,525
spatial hash-joins,"ming-ling lo , chinya v. ravishankar",international conference on management of data,1996,526
the design and implementation of k : a high-level knowledge-base programming language of osam * . kbms,"yuh-ming shyy , javier arroyo , stanley y.w. su , herman lam",the vldb journal -- the international journal on very large data bases,1996,527
research and practice in federated information systems,"w. hasselbring , w.-j . van den heuvel , g. j. houben , r.-d . kutsche , b. rieger , m. roantree , k. subieta",acm sigmod record,2000,528
text databases : a survey of text models and systems,arjan loeffen,acm sigmod record,1994,529
the hyperion project : from data integration to data coordination,"marcelo arenas , vasiliki kantere , anastasios kementsietsidis , iluju kiringa , ren &#233; e j. miller , john mylopoulos",acm sigmod record,2003,530
opportunities in information management and assurance,xiaolei qian,acm sigmod record,1997,531
transactional publish/subscribe : the proactive multicast of database changes ( abstract ),arvola chan,international conference on management of data,1998,532
further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee , tok wang ling",very large data bases,1996,533
efficient schemes for managing multiversionxml documents,"s.-y . chien , v. j. tsotras , c. zaniolo",the vldb journal -- the international journal on very large data bases,2002,534
s3 : similarity search in cad database systems,"stefan berchtold , hans-peter kriegel",international conference on management of data,1997,535
dblearn : a system prototype for knowledge discovery in relational databases,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1994,536
the ins and outs ( and everything in between ) of data warehousing,"phil fernandez , donovan schneider",international conference on management of data,1996,537
report on the first international workshop on efficient web-based information systems,"zo &#233; lacroix , omar boucelma",acm sigmod record,2003,538
engineering federated information systems : report of eefis 99 workshop,"s. conrad , w. hasselbring , u. hohenstein , r.-d . kutsche , m. roantree , g. saake , f. saltor",acm sigmod record,1999,539
join index hierarchies for supporting efficient navigations in object-oriented databases,"zhaohui xie , jiawei han",very large data bases,1994,540
fast high-dimensional data search in incomplete databases,"beng chin ooi , cheng hian goh , kian-lee tan",very large data bases,1998,541
data and knowledge base research at hong kong university of science and technology,"p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich",acm sigmod record,1995,542
web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",international conference on management of data,2002,543
the demarcation protocol : a technique for maintaining constraints in distributed database systems,"daniel barbar &#225; - mill &#225; , hector garcia-molina",the vldb journal -- the international journal on very large data bases,1994,544
influence sets based on reverse nearest neighbor queries,"flip korn , s. muthukrishnan",international conference on management of data,2000,545
on the semantics of now in databases,"james clifford , curtis dyreson , tom &#225; s isakowitz , christian s. jensen , richard thomas snodgrass",acm transactions on database systems ( tods ),1997,546
a transaction replication scheme for a replicated database with node autonomy,"ada wai-chee fu , david wai-lok cheung",very large data bases,1994,547
a top-down approach for two level serializability,"m. ouzzani , m. a. atroun , n. l. belkhodja",very large data bases,1994,548
outlier detection for high dimensional data,"charu c. aggarwal , philip s. yu",international conference on management of data,2001,549
query processing and optimization in oracle rdb,"gennady antoshenkov , mohamed ziauddin",the vldb journal -- the international journal on very large data bases,1996,550
wavecluster : a wavelet-based clustering approach for spatial data in very large databases,"gholamhosein sheikholeslami , surojit chatterjee , aidong zhang",the vldb journal -- the international journal on very large data bases,2000,551
searching in metric spaces by spatial approximation,gonzalo navarro,the vldb journal -- the international journal on very large data bases,2002,552
eroc : a toolkit for building neato query optimizers,"william j. mckenna , louis burger , chi hoang , melissa truong",very large data bases,1996,553
topological relations in the world of minimum bounding rectangles : a study with r-trees,"dimitris papadias , timos sellis , yannis theodoridis , max j. egenhofer",international conference on management of data,1995,554
query processing in tertiary memory databases,sunita sarawagi,very large data bases,1995,555
indexing large metric spaces for similarity search queries,"tolga bozkaya , meral ozsoyoglu",acm transactions on database systems ( tods ),1999,556
"o-o , what have they done to db2 ?","michael j. carey , donald d. chamberlin , srinivasa narayanan , bennet vance , doug doole , serge rielau , richard swagerman , nelson mendon &#231; a mattos",very large data bases,1999,557
hardware acceleration for spatial selections and joins,"chengyu sun , divyakant agrawal , amr el abbadi",international conference on management of data,2003,558
information systems research at rwth aachen,matthias jarke,acm sigmod record,1995,559
an extensible notation for spatiotemporal index queries,"vassilis j. tsotras , christian s. jensen , richard thomas snodgrass",acm sigmod record,1998,560
a multidatabase system for tracking and retrieval of financial data,"munir cochinwala , john bradley",very large data bases,1994,561
evolvable view environment ( eve ) : non-equivalent view maintenance under schema changes,"e. a. rundensteiner , a. koeller , x. zhang , a. j. lee , a. nica , a. van wyk , y. lee",international conference on management of data,1999,562
exploiting versions for handling updates in broadcast disks,"evaggelia pitoura , panos k. chrysanthis",very large data bases,1999,563
minimal probing : supporting expensive predicates for top-k queries,"kevin chen-chuan chang , seung-won hwang",international conference on management of data,2002,564
clustering categorical data : an approach based on dynamical systems,"david gibson , jon kleinberg , prabhakar raghavan",the vldb journal -- the international journal on very large data bases,2000,565
similarity-based queries for time series data,"davood rafiei , alberto mendelzon",international conference on management of data,1997,566
"data mining using two-dimensional optimized association rules : scheme , algorithms , and visualization","takeshi fukuda , yasukiko morimoto , shinichi morishita , takeshi tokuyama",international conference on management of data,1996,567
view maintenance in a warehousing environment,"yue zhuge , h &#233; ctor garc &#237; a-molina , joachim hammer , jennifer widom",international conference on management of data,1995,568
visdb : a system for visualizing large databases,"daniel a. keim , hans-peter kriegel",international conference on management of data,1995,569
"the glue-nail deductive database system : design , implementation , and evaluation","marcia a. derr , shinichi morishita , geoffrey phipps",the vldb journal -- the international journal on very large data bases,1994,570
on index selection schemes for nested object hierarchies,"sudarshan s. chawathe , ming-syan chen , philip s. yu",very large data bases,1994,571
efficient view maintenance at data warehouses,"d. agrawal , a. el abbadi , a. singh , t. yurek",international conference on management of data,1997,572
a database model for object dynamics,"m. p. papazoglou , b. j. kr &#228; mer",the vldb journal -- the international journal on very large data bases,1997,573
indexing medium-dimensionality data in oracle,"k. v. ravi kanth , siva ravada , jayant sharma , jay banerjee",international conference on management of data,1999,574
towards event-driven modelling for database design,"maguelonne teisseire , pascal poncelet , rosine cicchetti",very large data bases,1994,575
the tv-tree : an index structure for high-dimensional data,"king ip lin , h. v. jagadish , christos faloutsos",the vldb journal -- the international journal on very large data bases,1994,576
an evaluation of generic bulk loading techniques,"jochen van den bercken , bernhard seeger",very large data bases,2001,577
query optimization for xml,"jason mchugh , jennifer widom",very large data bases,1999,578
the heterogeneity problem and middleware technology : experiences with and performance of database gateways,"fernando de ferreira rezende , klaudia hergula",very large data bases,1998,579
cache investment : integrating query optimization and distributed data placement,"donald kossmann , michael j. franklin , gerhard drasch , wig ag",acm transactions on database systems ( tods ),2000,580
journal relevance,richard snodgrass,acm sigmod record,2003,581
theory of answering queries using views,alon y. halevy,acm sigmod record,2000,582
orthogonal optimization of subqueries and aggregation,"c &#233; sar galindo-legaria , milind joshi",international conference on management of data,2001,583
the role of b2b engines in b2b integration architectures,christoph bussler,acm sigmod record,2002,584
analysis of predictive spatio-temporal queries,"yufei tao , jimeng sun , dimitris papadias",acm transactions on database systems ( tods ),2003,585
evolving teradata decision support for massively parallel processing with unix,carrie ballinger,international conference on management of data,1994,586
efficient incremental garbage collection for client-server object database systems,"laurent amsaleg , michael j. franklin , olivier gruber",very large data bases,1995,587
performance issues in incremental warehouse maintenance,"wilburt labio , jun yang , yingwei cui , hector garcia-molina , jennifer widom",very large data bases,2000,588
robust and efficient fuzzy match for online data cleaning,"surajit chaudhuri , kris ganjam , venkatesh ganti , rajeev motwani",international conference on management of data,2003,589
an extensible compressor for xml data,"hartmut liefke , dan suciu",acm sigmod record,2000,590
applying the golden rule of sampling for query estimation,"yi-leh wu , divyakant agrawal , amr el abbadi",international conference on management of data,2001,591
automatic segmentation of text into structured records,"vinayak borkar , kaustubh deshmukh , sunita sarawagi",international conference on management of data,2001,592
"data-driven , one-to-one web site generation for data-intensive applications","stefano ceri , piero fraternali , stefano paraboschi",very large data bases,1999,593
implementation of two semantic query optimization techniques in db2 universal database,"qi cheng , jarek gryz , fred koo , t. y. cliff leung , linqi liu , xiaoyan qian , k. bernhard schiefer",very large data bases,1999,594
"integrating temporal , real-time , an active databases","krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong",acm sigmod record,1996,595
the impact of database research on industrial products ( panel ),"jos &#233; a. blakeley , dan fishman , david lomet , michael stonebraker",acm sigmod record,1994,596
"optimizing queries using materialized views : a practical , scalable solution","jonathan goldstein , per - &#197; ke larson",international conference on management of data,2001,597
including group-by in query optimization,"surajit chaudhuri , kyuseok shim",very large data bases,1994,598
expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1998,599
the coral deductive system,"raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri",the vldb journal -- the international journal on very large data bases,1994,600
picodbms : scaling down database techniques for the smartcard,"philippe pucheral , luc bouganim , patrick valduriez , christophe bobineau",the vldb journal -- the international journal on very large data bases,2001,601
active storage for large-scale data mining and multimedia,"erik riedel , garth a. gibson , christos faloutsos",very large data bases,1998,602
hyperqueries : dynamic distributed query processing on the internet,"alfons kemper , christian wiesner",very large data bases,2001,603
efficient and tumble similar set retrieval,"aristides gionis , dimitrios gunopulos , nick koudas",international conference on management of data,2001,604
reordering query execution in tertiary memory databases,"sunita sarawagi , michael stonebraker",very large data bases,1996,605
locally adaptive dimensionality reduction for indexing large time series databases,"eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra",international conference on management of data,2001,606
the mlpq/gis constraint database system,"peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",international conference on management of data,2000,607
design and implementation of a genetic-based algorithm for data mining,sunil choenni,very large data bases,2000,608
on the computation of multidimensional aggregates,"sameet agarwal , rakesh agrawal , prasad deshpande , ashish gupta , jeffrey f. naughton , raghu ramakrishnan , sunita sarawagi",very large data bases,1996,609
clustering methods for large databases : from the past to the future,"alexander hinneburg , daniel a. keim",international conference on management of data,1999,610
mind your vocabulary : query mapping across heterogeneous information sources,"chen-chuan k. chang , h &#233; ctor garc &#237; a-molina",international conference on management of data,1999,611
intelligent rollups in multidimensional olap data,"gayatri sathe , sunita sarawagi",very large data bases,2001,612
"panel : future directions of database research - the vldb broadening strategy , part 2",michael l. brodie,very large data bases,2000,613
the lyric language : querying constraint objects,"alexander brodsky , yoram kornatzky",international conference on management of data,1995,614
copy detection mechanisms for digital documents,"sergey brin , james davis , h &#233; ctor garc &#237; a-molina",international conference on management of data,1995,615
"adaptable pointer swizzling strategies in object bases : design , realization , and quantitative analysis","alfons kemper , donald kossmann",the vldb journal -- the international journal on very large data bases,1995,616
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,617
automating physical database design in a parallel database,"jun rao , chun zhang , nimrod megiddo , guy lohman",international conference on management of data,2002,618
multi-dimensional resource scheduling for parallel queries,"minos n. garofalakis , yannis e. ioannidis",international conference on management of data,1996,619
materialized views and data warehouses,nick roussopoulos,acm sigmod record,1998,620
managing intra-operator parallelism in parallel database systems,"manish mehta , david j. dewitt",very large data bases,1995,621
optimizing multiple dimensional queries simultaneously in multidimensional databases,"weifa liang , maria e. orlowska , jeffrey x. yu",the vldb journal -- the international journal on very large data bases,2000,622
integrating association rule mining with relational database systems : alternatives and implications,"sunita sarawagi , shiby thomas , rakesh agrawal",international conference on management of data,1998,623
"fast similarity search in the presence of noise , scaling , and translation in time-series databases","rakesh agrawal , king-ip lin , harpreet s. sawhney , kyuseok shim",very large data bases,1995,624
the grid : an application of the semantic web,"carole goble , david de roure",acm sigmod record,2002,625
metadata for multimedia documents,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,1994,626
querying heterogeneous information sources using source descriptions,"alon y. levy , anand rajaraman , joann j. ordille",very large data bases,1996,627
to table or not to table : a hypertabular answer,"giuseppe santucci , laura tarantino",acm sigmod record,1996,628
extending practical pre-aggregation in on-line analytical processing,"torben bach pedersen , christian s. jensen , curtis e. dyreson",very large data bases,1999,629
upsizing form file server to client server architectures,corporate the access team microsoft,international conference on management of data,1995,630
proximity search in databases,"roy goldman , narayanan shivakumar , suresh venkatasubramanian , hector garcia-molina",very large data bases,1998,631
dynamic multi-resource load balancing in parallel database systems,"erhard rahm , robert marek",very large data bases,1995,632
mosaico-a system for conceptual modeling and rapid prototyping of object-oriented database application,"m. missikoff , m. toiati",international conference on management of data,1994,633
using extended feature objects for partial similarity retrieval,"stefan berchtold , daniel a. keim , hans-peter kriegel",the vldb journal -- the international journal on very large data bases,1997,634
efficient retrieval of similar shapes,"davood rafiei , alberto o. mendelzon",the vldb journal -- the international journal on very large data bases,2002,635
approximate computation of multidimensional aggregates of sparse data using wavelets,"jeffrey scott vitter , min wang",international conference on management of data,1999,636
information integration : the momis project demonstration,"domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini",very large data bases,2000,637
falcon : feedback adaptive loop for content-based retrieval,"leejay wu , christos faloutsos , katia p. sycara , terry r. payne",very large data bases,2000,638
issues in data stream management,"lukasz golab , m. tamer &#214; zsu",acm sigmod record,2003,639
the role of integrity constraints in database interoperation,"mark w. w. vermeer , peter m. g. apers",very large data bases,1996,640
duplicate removal in information system dissemination,"tak w. yan , hector garcia-molina",very large data bases,1995,641
query previews for networked information systems : a case study with nasa environmental data,"khoa doan , catherine plaisant , ben shneiderman , tom bruns",acm sigmod record,1997,642
online feedback for nested aggregate queries with multi-threading,"kian-lee tan , cheng hian goh , beng chin ooi",very large data bases,1999,643
parallel database systems in the 1990 s,michael j. carey,international conference on management of data,1994,644
a goal-driven auto-configuration tool for the distributed workflow management system mentorlite,"michael gillmann , jeanine weissenfels , german shegalov , wolfgang wonner , gerhard weikum",international conference on management of data,2000,645
influencing database language standards,leonard gallagher,acm sigmod record,1994,646
declustering of key-based partitioned signature files,"paolo ciaccia , paolo tiberio , pavel zezula",acm transactions on database systems ( tods ),1996,647
dynamic resource brokering for multi-user query execution,"diane l. davison , goetz graefe",international conference on management of data,1995,648
discovering web services : an overview,vadim draluk,very large data bases,2001,649
proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation,"anindya datta , kaushik dutta , helen thomas , debra vandermeer , suresha , krithi ramamritham",international conference on management of data,2002,650
dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"anindya datta , kaushik dutta , krithi ramamritham , helen thomas , debra vandermeer",international conference on management of data,2001,651
towards an odmg-compliant visual object query language,"manoj chavda , peter t. wood",very large data bases,1997,652
tracing the lineage of view data in a warehousing environment,"yingwei cui , jennifer widom , janet l. wiener",acm transactions on database systems ( tods ),2000,653
what will be,michael dertouzos,acm sigmod record,2002,654
model and verification of a data manager based on aries,dean kuo,acm transactions on database systems ( tods ),1996,655
bigsur : a system for the management of earth science data,"paul brown , michael stonebraker",very large data bases,1995,656
distance browsing in spatial databases,"g &#237; sli r. hjaltason , hanan samet",acm transactions on database systems ( tods ),1999,657
advances in real-time database systems research,azer bestavros,acm sigmod record,1996,658
garbage collection in object oriented databases using transactional cyclic reference counting,"srinivas ashwin , prasan roy , s. seshadri , abraham silberschatz , s. sudarshan",very large data bases,1997,659
design and management of data warehouses report on the dmdw 99 workshop,"stella gatziu , manfred jeusfeld , martin staudt , yannis vassiliou",acm sigmod record,1999,660
caching strategies for data-intensive web sites,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",very large data bases,2000,661
performance measurements of tertiary storage devices,"theodore johnson , ethan l. miller",very large data bases,1998,662
sql multimedia and application packages ( sql/mm ),"jim melton , andrew eisenberg",acm sigmod record,2001,663
metadata standards for data warehousing : open information model vs. common warehouse metadata,"thomas vetterli , anca vaduva , martin staudt",acm sigmod record,2000,664
