title,authors,venue,year,id
improving timeliness in real-time secure database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",sigmod record,1996,373
the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,374
safe query languages for constraint databases,peter z. revesz,acm trans . database syst .,1998,375
", foreword , preface to the special issue on spatial database systems , index vol . 3",?,vldb j.,1994,376
processing sliding window multi-joins in continuous queries over data streams,"lukasz golab , m. tamer özsu",vldb,2003,377
highly concurrent cache consistency for indices in client-server database systems,"michael j. carey , markos zaharioudakis",sigmod conference,1997,378
e.piphany epicenter technology overview,sridhar ramaswamy,vldb,2000,379
safe and efficient sharing of persistent objects in thor,"atul adya , liuba shrira , miguel castro , robert gruber , andrew c. myers , barbara liskov , umesh maheshwari , sanjay ghemawat , mark day",sigmod conference,1996,380
dynamic load balancing in hierarchical parallel database systems,"luc bouganim , daniela florescu , patrick valduriez",vldb,1996,381
dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",vldb,1997,382
semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",sigmod conference,1995,383
warlock : a data allocation tool for parallel warehouses,"thomas stöhr , erhard rahm",vldb,2001,384
dynamic multi-resource load balancing in parallel database systems,"robert marek , erhard rahm",vldb,1995,385
dynamic maintenance of data distribution for selectivity estimation,"kyu-young whang , gio wiederhold , sang-wook kim",vldb j.,1994,386
an efficient method for checking object-oriented database schema correctness,"michele missikoff , anna formica , hans dietmar gröger",acm trans . database syst .,1998,387
exploratory mining via constrained frequent set queries,"jiawei han , teresa mah , laks v. s. lakshmanan , raymond t. ng",sigmod conference,1999,388
efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",vldb j.,2002,389
random i/o scheduling in online tertiary storage systems,"bruce hillyer , abraham silberschatz",sigmod conference,1996,390
garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",vldb,1997,391
irisnet : an architecture for internet-scale sensing services,"phillip b. gibbons , suman nath , amol deshpande , srinivasan seshan , brad karp , yan ke",vldb,2003,392
data warehouse configuration,"timos k. sellis , dimitri theodoratos",vldb,1997,393
materialized view and index selection tool for microsoft sql server 2000,"vivek r. narasayya , sanjay agrawal , surajit chaudhuri",sigmod conference,2001,394
"semi-automatic , self-adaptive control of garbage collection rates in object databases","artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook",sigmod conference,1996,395
aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"henrique paques , wei tang , calton pu , wei han , ling liu , david buttler",sigmod conference,2000,396
rainbow : mapping-driven xquery processing system,"mukesh mulchandani , elke a. rundensteiner , xin zhang , brian murphy , steffen christ",sigmod conference,2002,397
implementing data cubes efficiently,"anand rajaraman , jeffrey d. ullman , venky harinarayan",sigmod conference,1996,398
discovering web services : an overview,vadim draluk,vldb,2001,399
semantic integration in heterogeneous databases using neural networks,"chris clifton , wen-syan li",vldb,1994,400
parallel database systems in the 1990 s,michael j. carey,sigmod conference,1994,401
paradise : a database system for gis applications,paradise team,sigmod conference,1995,402
an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994,403
foreword : management of semistructured data,dan suciu,sigmod record,1997,404
query optimization at the crossroads ( panel ),surajit chaudhuri,sigmod conference,1997,405
an architecture to support scalable online personalization on the web,"kaushik dutta , debra e. vandermeer , krithi ramamritham , anindya datta , shamkant b. navathe",vldb j.,2001,406
query optimization in compressed database systems,"zhiyuan chen , flip korn , johannes gehrke",sigmod conference,2001,407
multiway spatial joins,"dimitris papadias , nikos mamoulis",acm trans . database syst .,2001,408
optimal clip ordering for multi-clip queries,"raymond t. ng , paul shum",vldb j.,1998,409
space optimization in deductive databases,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",acm trans . database syst .,1995,410
extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997,411
rp * : a family of order preserving scalable distributed data structures,"witold litwin , marie-anne neimat , donovan a. schneider",vldb,1994,412
a template model for multidimensional inter-transactional association rules,"jeffrey xu yu , hongjun lu , ling feng , jiawei han",vldb j.,2002,413
progressive evaluation of nested aggregate queries,"cheng hian goh , beng chin ooi , kian-lee tan",vldb j.,2000,414
schema mapping as query discovery,"renée j. miller , mauricio a. hernández , laura m. haas",vldb,2000,415
"pattern matching and pattern discovery in scientific , program , and document databases","kaizhong zhang , dennis shasha , jason tsong-li wang",sigmod conference,1995,416
report on second international workshop on advanced issues of e-commerce and web-based information systems,"philip s. yu , kun-lung wu",sigmod record,2000,417
a logical view of structured files,"tova milo , serge abiteboul , sophie cluet",vldb j.,1998,418
monitoring business processes through event correlation based on dependency model,"tali yatzkar-haham , asaf adi , david botzer , opher etzion",sigmod conference,2001,419
aries/csa : a method for database recovery in client-server architectures,"c. mohan , inderpal narang",sigmod conference,1994,420
data modelling in the large,martin bertram,sigmod record,1994,421
efficient resumption of interrupted warehouse loads,"hector garcia-molina , vlad gorelik , wilburt labio , janet l. wiener",sigmod conference,2000,422
update propagation strategies for improving the quality of data on the web,"nick roussopoulos , alexandros labrinidis",vldb,2001,423
managing web data,dan suciu,sigmod conference,1999,424
distributed file organization with scalable cost/performance,"yuri breitbart , gerhard weikum , radek vingralek",sigmod conference,1994,425
accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",vldb,1995,426
database management systems and the internet,susan malaika,vldb,1996,427
the impact of technology on commercial transaction processing,edward e. cobb,vldb j.,1997,428
database systems management and oracle8,c. gregory doherty,sigmod conference,1998,429
re-tree : an efficient index structure for regular expressions,"rajeev rastogi , minos n. garofalakis , chee yong chan",vldb,2002,430
an efficient bitmap encoding scheme for selection queries,"chee yong chan , yannis e. ioannidis",sigmod conference,1999,431
containment of conjunctive queries : beyond relations as sets,"raghu ramakrishnan , yannis e. ioannidis",acm trans . database syst .,1995,432
panel : querying networked databases,"divesh srivastava , nick koudas",sigmod conference,2003,433
processing set expressions over continuous update streams,"sumit ganguly , minos n. garofalakis , rajeev rastogi",sigmod conference,2003,434
gloss : text-source discovery over the internet,"hector garcia-molina , luis gravano , anthony tomasic",acm trans . database syst .,1999,435
supporting efficient multimedia database exploration,"k. selçuk candan , yoshinori hara , kyoji hirata , wen-syan li",vldb j.,2001,436
effective memory use in a media server,"edward y. chang , hector garcia-molina",vldb,1997,437
hierarchies and relative operators in the olap environment,"maurizio rafanelli , elaheh pourabbas",sigmod record,2000,438
focused crawling using context graphs,"frans coetzee , steve lawrence , michelangelo diligenti , marco gori , c. lee giles",vldb,2000,439
supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",vldb,2003,440
the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , craig swietlik , jack lukaszuk",sigmod record,2002,441
the tv-tree : an index structure for high-dimensional data,"king-ip lin , h. v. jagadish , christos faloutsos",vldb j.,1994,442
distributed query evaluation on semistructured data,dan suciu,acm trans . database syst .,2002,443
information sharing across private databases,"ramakrishnan srikant , rakesh agrawal , alexandre v. evfimievski",sigmod conference,2003,444
building knowledge base management systems,"thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos",vldb j.,1996,445
accessibility of the database literature,richard t. snodgrass,sigmod record,2001,446
approximate query mapping : accounting for translation closeness,"hector garcia-molina , kevin chen-chuan chang",vldb j.,2001,447
introduction ( special issue on multimedia databases ),"m. tamer özsu , stavros christodoulakis",vldb j.,1998,448
reminiscences an influential papers,"jeffrey f. naughton , minos n. garofalakis , kenneth a. ross",sigmod record,2003,449
query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,450
querying heterogeneous information sources using source descriptions,"anand rajaraman , alon y. levy , joann j. ordille",vldb,1996,451
metadata for mixed-media access,"julian kupiec , jan o. pedersen , lynn wilcox , marti a. hearst , francine chen",sigmod record,1994,452
versioning and configuration management in an object-oriented data model,edward sciore,vldb j.,1994,453
metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995,454
psoup : a system for streaming queries over streaming data,"sirish chandrasekaran , michael j. franklin",vldb j.,2003,455
picodbms : scaling down database techniques for the smartcard,"patrick valduriez , philippe pucheral , christophe bobineau , luc bouganim",vldb j.,2001,456
sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",sigmod conference,1994,457
a framework for implementing hypothetical queries,"timothy griffin , richard hull",sigmod conference,1997,458
new sampling-based summary statistics for improving approximate query answers,"phillip b. gibbons , yossi matias",sigmod conference,1998,459
on the cost of monitoring and reorganization of object bases for clustering,"guido moerkotte , alfons kemper , carsten andreas gerlhof",sigmod record,1996,460
theory of answering queries using views,alon y. halevy,sigmod record,2000,461
distributing queries over low-power wireless sensor networks,"samuel madden , joseph m. hellerstein",sigmod conference,2002,462
a survey of logical models for olap databases,"timos k. sellis , panos vassiliadis",sigmod record,1999,463
the a-tree : an index structure for high-dimensional spaces using relative approximation,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima",vldb,2000,464
from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity,stuart e. madnick,vldb,1995,465
automation in information extraction and data integration,sunita sarawagi,vldb,2002,466
standards in practice,"jim melton , andrew eisenberg",sigmod record,1998,467
efendi : federated database system of cadlab,"bernd burkert , yaron engel , ralf böttger , gerd kachel , elke radeke , silvia kolmschlag , dietmar nolte",sigmod conference,1995,468
generating spatiotemporal datasets on the www,"mario a. nascimento , yannis theodoridis",sigmod record,2000,469
"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",sigmod record,1998,470
multiple-view self-maintenance in data warehousing environments,nam huyn,vldb,1997,471
the oasis multidatabase prototype,"john murphy , mark roantree , wilhelm hasselbring",sigmod record,1999,472
holistic twig joins : optimal xml pattern matching,"divesh srivastava , nick koudas , nicolas bruno",sigmod conference,2002,473
mining multi-dimensional constrained gradients in data cubes,"jiawei han , ke wang , joyce m. w. lam , guozhu dong , jian pei",vldb,2001,474
champagne : data change propagation for heterogeneous information systems,"holger meinecke , uwe heinkel , ralf rantzau , carmen constantinescu",vldb,2002,475
database research at nthu and itri,arbee l. p. chen,sigmod record,1994,476
xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,"sacha berger , christoph wieser , sebastian schaffert , françois bry",vldb,2003,477
the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",sigmod conference,1999,478
the reach active oodbms,"alin deutsch , jürgen zimmermann , m. higa , alejandro p. buchmann",sigmod conference,1995,479
control strategies for complex relational query processing in shared nothing systems,"lionel brunie , harald kosch",sigmod record,1996,480
optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",vldb,2000,481
amalgamating knowledge bases,v. s. subrahmanian,acm trans . database syst .,1994,482
tam : a system for dynamic transactional activity management,"ling liu , calton pu , tong zhou",sigmod conference,1999,483
report on ngits  99 : the 4th international workshop on next generation information technologies and systems,opher etzion,sigmod record,1999,484
"50,000 users on an oracle8 universal server database","ashok josji , tirthankar lahiri , amit jasuja , sumanta chatterjee",sigmod conference,1998,485
optimizing queries over multimedia repositories,"luis gravano , surajit chaudhuri",sigmod conference,1996,486
a characterization of the sensitivity of query optimization to storage access cost parameters,"tapas kanungo , frederick reiss",sigmod conference,2003,487
evaluating probabilistic queries over imprecise data,"reynold cheng , dmitri v. kalashnikov , sunil prabhakar",sigmod conference,2003,488
structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",sigmod conference,1996,489
processing object-oriented queries with invertible late bound functions,"tore risch , staffan flodin",vldb,1995,490
integration of data mining with database technology,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",vldb,2000,491
incremental maintenance for materialized views over semistructured data,"vasilis vassalos , janet l. wiener , michael rys , serge abiteboul , jason mchugh",vldb,1998,492
min-max compression methods for medical image databases,"john m. tyler , kosmas karadimitriou",sigmod record,1997,493
eliminating fuzzy duplicates in data warehouses,"rohit ananthakrishna , venkatesh ganti , surajit chaudhuri",vldb,2002,494
model-based information integration in a neuroscience mediator system,"bertram ludäscher , amarnath gupta , maryann e. martone",vldb,2000,495
fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli",vldb j.,1995,496
answering queries using views : a survey,alon y. halevy,vldb j.,2001,497
storing and querying ordered xml using a relational database system,"kevin s. beyer , jayavel shanmugasundaram , chun zhang , igor tatarinov , stratis viglas , eugene j. shekita",sigmod conference,2002,498
multi-dimensional resource scheduling for parallel queries,"yannis e. ioannidis , minos n. garofalakis",sigmod conference,1996,499
report on the first international workshop an efficient web-based information systems,"omar boucelma , zoé lacroix",sigmod record,2003,500
florida international university high performance database research center,"leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton",sigmod record,1995,501
a multi-paradigm querying approach for a generic multimedia database management system,"ji-rong wen , qing li , wei-ying ma , hongjiang zhang",sigmod record,2003,502
unisql/x unified relational and object-oriented database system,won kim,sigmod conference,1994,503
spotfire : an information exploration environment,christopher ahlberg,sigmod record,1996,504
fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",vldb,1994,505
maximizing the output rate of multi-way join queries over streaming information sources,"josef burger , jeffrey f. naughton , stratis viglas",vldb,2003,506
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,507
enhanced abstract data types in object-relational databases,praveen seshadri,vldb j.,1998,508
"et tu , xml ? the downfall of the relational empire ( abstract )",philip wadler,vldb,2001,509
griddb : a database interface to the grid,"david t. liu , devesh parekh , michael j. franklin",sigmod conference,2003,510
the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",sigmod conference,1999,511
querying network directories,"dimitra vista , h. v. jagadish , divesh srivastava , tova milo , laks v. s. lakshmanan",sigmod conference,1999,512
algebraic query optimisation for database programming languages,"carol small , alexandra poulovassilis",vldb j.,1996,513
the intrinsic problems of structural heterogeneity and an approach to their solution,"theo härder , joachim thomas , günter sauter",vldb j.,1999,514
the multidimensional database system rasdaman,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",sigmod conference,1998,515
integrating sql databases with content-specific search engines,"stefan deßloch , nelson mendonça mattos",vldb,1997,516
tigukat : a uniform behavioral objectbase management system,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron",vldb j.,1995,517
"agents , turst , and information access on the semantic web","timothy w. finin , anupam joshi",sigmod record,2002,518
"announcements from nsf , nasa , and elsewhere",xiaolei qian,sigmod record,1994,519
data management challenges in crm,george colliat,sigmod conference,2003,520
image mining in iris : integrated retinal information system,"kheng guan goh , wynne hsu , mong-li lee",sigmod conference,2000,521
broadcast disks : data management for asymmetric communications environments,"michael j. franklin , stanley b. zdonik , swarup acharya , rafael alonso",sigmod conference,1995,522
spatial hash-joins,"ming-ling lo , chinya v. ravishankar",sigmod conference,1996,523
"pm3 : an orthogonal persistent systems programming language - design , implementation , performance","antony l. hosking , jiawan chen",vldb,1999,524
text databases : a survey of text models and systems,arjan loeffen,sigmod record,1994,525
information integration : the momis project demonstration,"michele melchiori , silvana castano , g. malvezzi , domenico beneventano , r. guidetti , alberto corni , sonia bergamaschi , maurizio vincini",vldb,2000,526
opportunities in information management and assurance,xiaolei qian,sigmod record,1997,527
transactional publish / subscribe : the proactive multicast of database changes,arvola chan,sigmod conference,1998,528
the role of integrity constraints in database interoperation,"peter m. g. apers , mark w. w. vermeer",vldb,1996,529
semistructured und structured data in the web : going back and forth,"paolo merialdo , giansalvatore mecca , paolo atzeni",sigmod record,1997,530
parametric query optimization,"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim",vldb j.,1997,531
efficient filtering of xml documents with xpath expressions,"rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis",vldb j.,2002,532
"database tuning : principles , experiments , and troubleshooting techniques","philippe bonnet , dennis shasha",vldb,2002,533
data and knowledge base research at hong kong university of science and technology,"babak hamidzadeh , kamalakar karlapalem , qing li , chung-dak shum , dik lun lee , frederick h. lochovsky , beat wüthrich , alex chia-yee kean , pamela drew",sigmod record,1995,534
fast parallel similarity search in multimedia databases,"christian böhm , bernhard braunmüller , hans-peter kriegel , daniel a. keim , stefan berchtold",sigmod conference,1997,535
query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",sigmod conference,1999,536
knowledge discovery in data warehouses,themistoklis palpanas,sigmod record,2000,537
an overview of data warehousing and olap technology,"surajit chaudhuri , umeshwar dayal",sigmod record,1997,538
research issues in federated database systems : report of efdbs 97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,1997,539
a new sql-like operator for mining association rules,"giuseppe psaila , stefano ceri , rosa meo",vldb,1996,540
aggregate-query processing in data warehousing environments,"venky harinarayan , dallan quass , ashish gupta",vldb,1995,541
issues and evaluations of caching solutions for web application acceleration,"oliver po , divyakant agrawal , radu sion , wen-syan li , wang-pin hsiung , dmitri v. kalashnikov , k. selçuk candan",vldb,2002,542
rainbow : distributed database system for classroom education and experimental research,"abdelsalam helal , hua li",vldb,2000,543
on the issue of valid time ( s ) in temporal databases,"themis panayiotopoulos , efstathios v. ioannidis , constantine d. spyropoulos , stavros kokkotos",sigmod record,1995,544
a transaction replication scheme for a replicated database with node autonomy,"david wai-lok cheung , ada wai-chee fu",vldb,1994,545
a top-down approach for two level serializability,"n. l. belkhodja , mourad ouzzani , m. a. atroun",vldb,1994,546
hd-eye : visual clustering of high dimensional data,"daniel a. keim , markus wawryniuk , alexander hinneburg",sigmod conference,2002,547
improving access to environmental data using context information,"anthony tomasic , eric simon",sigmod record,1997,548
information systems research at rwth aachen,matthias jarke,sigmod record,1995,549
the hyperion project : from data integration to data coordination,"marcelo arenas , vasiliki kantere , renée j. miller , anastasios kementsietsidis , john mylopoulos , iluju kiringa",sigmod record,2003,550
wavecluster : a wavelet based clustering approach for spatial data in very large databases,"surojit chatterjee , gholamhosein sheikholeslami , aidong zhang",vldb j.,2000,551
searching in metric spaces with user-defined and approximate distances,"marco patella , paolo ciaccia",acm trans . database syst .,2002,552
the structured information manager : a database system for sgml documents,ron sacks-davis,vldb,1996,553
eroc : a toolkit for building neato query optimizers,"melissa truong , louis burger , william j. mckenna , chi hoang",vldb,1996,554
topological relations in the world of minimum bounding rectangles : a study with r-trees,"dimitris papadias , timos k. sellis , yannis theodoridis , max j. egenhofer",sigmod conference,1995,555
solving satisfiability and implication problems in database systems,"sha guo , mark allen weiss , wei sun",acm trans . database syst .,1996,556
an almost-serial protocol for transaction execution in main-memory database systems,"stephen blott , henry f. korth",vldb,2002,557
time series similarity measures and time series indexing,"gautam das , dimitrios gunopulos",sigmod conference,2001,558
"o-o , what s happening to db2 ?","richard swagerman , nelson mendonça mattos , michael j. carey , srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin",sigmod conference,1999,559
stream processing of xpath queries with predicates,"ashish kumar gupta , dan suciu",sigmod conference,2003,560
hardware acceleration for spatial selections and joins,"chengyu sun , divyakant agrawal , amr el abbadi",sigmod conference,2003,561
transactional information systems - book review,marc h. scholl,sigmod record,2001,562
evolvable view environment ( eve ) : non-equivalent view maintenance under schema changes,"andreas koeller , amy j. lee , xin zhang , anisoara nica , elke a. rundensteiner , amber van wyk , yong li",sigmod conference,1999,563
exploiting versions for on-line data warehouse maintenance in molap servers,"heum-geun kang , chin-wan chung",vldb,2002,564
optimizing disjunctive queries with expensive predicates,"alfons kemper , guido moerkotte , michael steinbrunn , klaus peithner",sigmod conference,1994,565
"integrating temporal , real-time , and active databases","john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley",sigmod record,1996,566
similarity-based queries for time series data,"alberto o. mendelzon , davood rafiei",sigmod conference,1997,567
data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001,568
aggregate maintenance for data warehousing in informix red brick vista,"latha s. colby , gopal mulagund , richard l. cole , craig j. bunker , william j. mckenna , david wilhite",vldb,2001,569
catching the boat with strudel : experiences with a web-site management system,"jaewoo kang , dan suciu , alon y. levy , daniela florescu , mary f. fernandez",sigmod conference,1998,570
a system for keyword proximity search on xml databases,"tianqiu wang , yannis papakonstantinou , nick koudas , vagelis hristidis , andrey balmin , divesh srivastava",vldb,2003,571
on index selection schemes for nested object hierarchies,"sudarshan s. chawathe , ming-syan chen , philip s. yu",vldb,1994,572
infoharness : a system for search and retrieval of heterogeneous information,"amit p. sheth , vipul kashyap , satish thatte , leon a. shklar",sigmod conference,1995,573
storage and retrieval of xml data using relational databases,"surajit chaudhuri , kyuseok shim",vldb,2001,574
a scalable and highly available networked database architecture,"angelo pruscino , rafiul ahad , roger bamford",vldb,1999,575
object query standards,andrew e. wade,sigmod record,1996,576
indexing images in oracle8i,"melliyal annamalai , samuel defazio , rajiv chopra",sigmod conference,2000,577
of objects and databases : a decade of turmoil,"david j. dewitt , michael j. carey",vldb,1996,578
towards event-driven modelling for database design,"maguelonne teisseire , pascal poncelet , rosine cicchetti",vldb,1994,579
bypassing joins in disjunctive queries,"alfons kemper , guido moerkotte , klaus peithner , michael steinbrunn",vldb,1995,580
report on the second ieee metadata conference ( metadata  97 ),"chris miller , ron musick",sigmod record,1998,581
fast evaluation techniques for complex similarity queries,"michael mlivoncic , roger weber , klemens böhm , hans-jörg schek",vldb,2001,582
secure bufering in firm real-time database systems,"jayant r. haritsa , binto george",vldb j.,2000,583
optimization of dynamic query evaluation plans,"goetz graefe , richard l. cole",sigmod conference,1994,584
lopix : a system for xml data integration and manipulation,wolfgang may,vldb,2001,585
implementing deductive databases by mixed integer programming,"anil nerode , colin bell , raymond t. ng , v. s. subrahmanian",acm trans . database syst .,1996,586
the heterogeneity problem and middleware technology : experiences with and performance of database gateways,"klaudia hergula , fernando de ferreira rezende",vldb,1998,587
journal relevance,richard t. snodgrass,sigmod record,2003,588
a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",vldb,2000,589
orthogonal optimization of subqueries and aggregation,"milind joshi , césar a. galindo-legaria",sigmod conference,2001,590
the role of b2b engines in b2b integration architectures,christoph bussler,sigmod record,2002,591
comparative analysis of five xml query languages,"angela bonifati , stefano ceri",sigmod record,2000,592
dbminer : interactive mining of multiple-level knowledge in relational databases,"wei wang , krzysztof koperski , yongjian fu , osmar r. zaïane , jenny chiang , jiawei han",sigmod conference,1996,593
evolving teradata decision support for massively parallel processing with unix,carrie ballinger,sigmod conference,1994,594
algorithms for deferred view maintenance,"leonid libkin , inderpal singh mumick , latha s. colby , howard trickey , timothy griffin",sigmod conference,1996,595
efficient and effective clustering methods for spatial data mining,"raymond t. ng , jiawei han",vldb,1994,596
an extensible compressor for xml data,"dan suciu , hartmut liefke",sigmod record,2000,597
constraint databases : a tutorial introduction,jan van den bussche,sigmod record,2000,598
using the golden rule of sampling for query estimation,"amr el abbadi , yi-leh wu , divyakant agrawal",sigmod conference,2001,599
hypothetical queries in an olap environment,"thanos papadimitriou , andrey balmin , yannis papakonstantinou",vldb,2000,600
information systems research at george mason university,"sushil jajodia , amihai motro , edgar h. sibley , alexander brodsky , larry kerschberg , xiaoyang sean wang , daniel barbará",sigmod record,1997,601
lineage tracing for general data warehouse transformations,"yingwei cui , jennifer widom",vldb,2001,602
view maintenance in a warehousing environment,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",sigmod conference,1995,603
heterogeneous database query optimization in db2 universal datajoiner,"shivakumar venkataraman , tian zhang",vldb,1998,604
the asilomar report on database research,"gerald held , hector garcia-molina , michael lesk , jim gray , philip a. bernstein , david maier , h. v. jagadish , michael stonebraker , stefano ceri , joseph m. hellerstein , david j. dewitt , jeffrey d. ullman , michael l. brodie , jeffrey f. naughton , michael j. franklin , hamid pirahesh",sigmod record,1998,605
active views for electronic commerce,"laurent mignet , serge abiteboul , tova milo , adi eyal , bernd amann , sophie cluet",vldb,1999,606
issues in developing very large data warehouses,"vish jumani , lyman do , david van rossum , pamela drew , wei jin",vldb,1998,607
the prototype of the dare system,"tiziana catarci , giuseppe santucci",sigmod conference,2001,608
cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",sigmod conference,1996,609
storing semistructured data with stored,"alin deutsch , mary f. fernandez , dan suciu",sigmod conference,1999,610
active storage for large-scale data mining and multimedia,"garth a. gibson , erik riedel , christos faloutsos",vldb,1998,611
hyperqueries : dynamic distributed query processing on the internet,"alfons kemper , christian wiesner",vldb,2001,612
efficient and tunable similar set retrieval,"dimitrios gunopulos , aristides gionis , nick koudas",sigmod conference,2001,613
logical and physical versioning in main memory databases,"s. seshadri , rajeev rastogi , abraham silberschatz , philip bohannon , dennis w. leinbaugh , s. sudarshan",vldb,1997,614
locally adaptive dimensionality reduction for indexing large time series databases,"kaushik chakrabarti , eamonn j. keogh , michael j. pazzani , sharad mehrotra",acm trans . database syst .,2002,615
revisiting commit processing in distributed database systems,"krithi ramamritham , jayant r. haritsa , ramesh gupta",sigmod conference,1997,616
parallel mining algorithms for generalized association rules with classification hierarchy,"masaru kitsuregawa , takahiko shintani",sigmod conference,1998,617
management of multidimensional discrete data,peter baumann,vldb j.,1994,618
clustering methods for large databases : from the past to the future,"alexander hinneburg , daniel a. keim",sigmod conference,1999,619
merging ranks from heterogeneous internet sources,"hector garcia-molina , luis gravano",vldb,1997,620
"panel : future directions of database research - the vldb broadening strategy , part 1",hans-jörg schek,vldb,2000,621
the samos active dbms prototype,"klaus r. dittrich , stella gatziu , andreas geppert",sigmod conference,1995,622
copy detection mechanisms for digital documents,"hector garcia-molina , sergey brin , james davis",sigmod conference,1995,623
act-net - the active database management system manifesto : a rulebase of adbms features,?,sigmod record,1996,624
dual-buffering strategies in object bases,"alfons kemper , donald kossmann",vldb,1994,625
performing jobs without decompression in a compressed database system,"n. winterbottom , s. j. oconnell",sigmod record,2003,626
on periodic resource scheduling for continuous-media databases,"minos n. garofalakis , banu özden , abraham silberschatz",vldb j.,1998,627
query processing techniques for multiversion access methods,"jochen van den bercken , bernhard seeger",vldb,1996,628
open object database management systems,josé a. blakeley,sigmod conference,1994,629
integrating information for on demand computing,nelson mendonça mattos,vldb,2003,630
approximate xml joins,"h. v. jagadish , ting yu , divesh srivastava , sudipto guha , nick koudas",sigmod conference,2002,631
caching multidimensional queries using chunks,"karthikeyan ramasamy , prasad deshpande , amit shukla , jeffrey f. naughton",sigmod conference,1998,632
algorithms for mining association rules for binary segmentations of huge categorical databases,"kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda",vldb,1998,633
fast subsequence matching in time-series databases,"m. ranganathan , christos faloutsos , yannis manolopoulos",sigmod conference,1994,634
the p operator : discovering and ranking associations on the semantic web,"kemafor anyanwu , amit p. sheth",sigmod record,2002,635
quality-driven integration of heterogenous information systems,"johann christoph freytag , felix naumann , ulf leser",vldb,1999,636
to table or not to table : a hypertabular answer,"giuseppe santucci , laura tarantino",sigmod record,1996,637
on parallel processing of aggregate and scalar functions in object-relational dbms,"michael jaedicke , bernhard mitschang",sigmod conference,1998,638
data mining in the bioinformatics domain,shalom tsur,vldb,2000,639
